City,State,Date,Avg_List_Price
Houston,TX,2022-02-28,372830.0
Washington,DC,2022-02-28,544211.0
Miami-Fort Lauderdale,FL,2022-02-28,523300.0
Atlanta,GA,2022-02-28,397633.0
Boston,MA,2022-02-28,713632.0
San Francisco,CA,2022-02-28,912333.0
Detroit,MI,2022-02-28,216567.0
Riverside,CA,2022-02-28,551633.0
Phoenix,AZ,2022-02-28,488000.0
Seattle,WA,2022-02-28,711647.0
Minneapolis-St Paul,MN,2022-02-28,402802.0
San Diego,CA,2022-02-28,874665.0
St. Louis,MO,2022-02-28,251500.0
Tampa,FL,2022-02-28,406300.0
Baltimore,MD,2022-02-28,333300.0
Denver,CO,2022-02-28,640821.0
Pittsburgh,PA,2022-02-28,208300.0
Portland,OR,2022-02-28,586665.0
Charlotte,NC,2022-02-28,403667.0
Sacramento,CA,2022-02-28,649263.0
San Antonio,TX,2022-02-28,351567.0
Orlando,FL,2022-02-28,410597.0
Cincinnati,OH,2022-02-28,348297.0
Cleveland,OH,2022-02-28,184000.0
Kansas City,MO,2022-02-28,410833.0
Las Vegas,NV,2022-02-28,501667.0
Columbus,OH,2022-02-28,361600.0
Indianapolis,IN,2022-02-28,322633.0
San Jose,CA,2022-02-28,1282667.0
Austin,TX,2022-02-28,533997.0
Virginia Beach,VA,2022-02-28,305830.0
Nashville,TN,2022-02-28,470439.0
Providence,RI,2022-02-28,441633.0
Milwaukee,WI,2022-02-28,193300.0
Jacksonville,FL,2022-02-28,378510.0
Memphis,TN,2022-02-28,249967.0
Oklahoma City,OK,2022-02-28,336219.0
Louisville-Jefferson County,KY,2022-02-28,278000.0
Hartford,CT,2022-02-28,349300.0
Richmond,VA,2022-02-28,423280.0
New Orleans,LA,2022-02-28,331958.0
Buffalo,NY,2022-02-28,228092.0
Raleigh,NC,2022-02-28,430278.0
Birmingham,AL,2022-02-28,280500.0
Salt Lake City,UT,2022-02-28,589217.0
Rochester,NY,2022-02-28,221633.0
Grand Rapids,MI,2022-02-28,406844.0
Tucson,AZ,2022-02-28,377333.0
Urban Honolulu,HI,2022-02-28,670000.0
Tulsa,OK,2022-02-28,299917.0
Fresno,CA,2022-02-28,441667.0
Worcester,MA,2022-02-28,395000.0
Stamford,CT,2022-02-28,821333.0
Albuquerque,NM,2022-02-28,393650.0
Albany,NY,2022-02-28,264900.0
Omaha,NE,2022-02-28,380327.0
New Haven,CT,2022-02-28,341267.0
Bakersfield,CA,2022-02-28,345983.0
Knoxville,TN,2022-02-28,353300.0
Greenville,SC,2022-02-28,333814.0
Ventura,CA,2022-02-28,921333.0
Allentown,PA,2022-02-28,351648.0
El Paso,TX,2022-02-28,266258.0
Baton Rouge,LA,2022-02-28,333633.0
Dayton,OH,2022-02-28,236666.0
McAllen,TX,2022-02-28,258295.0
Columbia,SC,2022-02-28,297160.0
Greensboro,NC,2022-02-28,336430.0
Akron,OH,2022-02-28,168967.0
North Port-Sarasota-Bradenton,FL,2022-02-28,549756.0
Little Rock,AR,2022-02-28,223267.0
Stockton,CA,2022-02-28,593876.0
Charleston,SC,2022-02-28,457963.0
Syracuse,NY,2022-02-28,175767.0
Colorado Springs,CO,2022-02-28,581585.0
Winston-Salem,NC,2022-02-28,309097.0
Wichita,KS,2022-02-28,256300.0
Springfield,MA,2022-02-28,310967.0
Fort Myers,FL,2022-02-28,463300.0
Boise City,ID,2022-02-28,608600.0
Toledo,OH,2022-02-28,145600.0
Madison,WI,2022-02-28,400667.0
Lakeland,FL,2022-02-28,340600.0
Ogden,UT,2022-02-28,572717.0
Daytona Beach,FL,2022-02-28,362667.0
Des Moines,IA,2022-02-28,336995.0
Provo,UT,2022-02-28,622963.0
Durham,NC,2022-02-28,479553.0
Fort Collins,CO,2022-02-28,560167.0
New York,NY,2022-03-31,685000.0
Los Angeles-Long Beach-Anaheim,CA,2022-03-31,990000.0
Chicago,IL,2022-03-31,328650.0
Dallas-Fort Worth,TX,2022-03-31,436633.0
Philadelphia,PA,2022-03-31,315000.0
Houston,TX,2022-03-31,379167.0
Washington,DC,2022-03-31,559244.0
Miami-Fort Lauderdale,FL,2022-03-31,549630.0
Atlanta,GA,2022-03-31,397667.0
Boston,MA,2022-03-31,733632.0
San Francisco,CA,2022-03-31,942629.0
Detroit,MI,2022-03-31,214933.0
Riverside,CA,2022-03-31,559967.0
Phoenix,AZ,2022-03-31,494633.0
Seattle,WA,2022-03-31,747880.0
Minneapolis-St Paul,MN,2022-03-31,414468.0
San Diego,CA,2022-03-31,896667.0
St. Louis,MO,2022-03-31,259800.0
Tampa,FL,2022-03-31,416633.0
Baltimore,MD,2022-03-31,336667.0
Denver,CO,2022-03-31,654158.0
Pittsburgh,PA,2022-03-31,208300.0
Portland,OR,2022-03-31,594965.0
Charlotte,NC,2022-03-31,405500.0
Sacramento,CA,2022-03-31,655963.0
San Antonio,TX,2022-03-31,361330.0
Orlando,FL,2022-03-31,425152.0
Cincinnati,OH,2022-03-31,359600.0
Cleveland,OH,2022-03-31,180000.0
Kansas City,MO,2022-03-31,423733.0
Las Vegas,NV,2022-03-31,513333.0
Columbus,OH,2022-03-31,366267.0
Indianapolis,IN,2022-03-31,326298.0
San Jose,CA,2022-03-31,1359667.0
Austin,TX,2022-03-31,556993.0
Virginia Beach,VA,2022-03-31,312497.0
Nashville,TN,2022-03-31,489333.0
Providence,RI,2022-03-31,453267.0
Milwaukee,WI,2022-03-31,196600.0
Jacksonville,FL,2022-03-31,392845.0
Memphis,TN,2022-03-31,241633.0
Oklahoma City,OK,2022-03-31,351328.0
Louisville-Jefferson County,KY,2022-03-31,286333.0
Hartford,CT,2022-03-31,355967.0
Richmond,VA,2022-03-31,419783.0
New Orleans,LA,2022-03-31,334292.0
Buffalo,NY,2022-03-31,231467.0
Raleigh,NC,2022-03-31,440701.0
Birmingham,AL,2022-03-31,264967.0
Salt Lake City,UT,2022-03-31,605884.0
Rochester,NY,2022-03-31,224933.0
Grand Rapids,MI,2022-03-31,421911.0
Tucson,AZ,2022-03-31,387337.0
Urban Honolulu,HI,2022-03-31,691667.0
Tulsa,OK,2022-03-31,315040.0
Fresno,CA,2022-03-31,431633.0
Worcester,MA,2022-03-31,406667.0
Stamford,CT,2022-03-31,874666.0
Albuquerque,NM,2022-03-31,405317.0
Albany,NY,2022-03-31,269900.0
Omaha,NE,2022-03-31,393993.0
New Haven,CT,2022-03-31,354600.0
Bakersfield,CA,2022-03-31,350667.0
Knoxville,TN,2022-03-31,366633.0
Greenville,SC,2022-03-31,342480.0
Ventura,CA,2022-03-31,945904.0
Allentown,PA,2022-03-31,356982.0
El Paso,TX,2022-03-31,270830.0
Baton Rouge,LA,2022-03-31,338633.0
Dayton,OH,2022-03-31,248333.0
McAllen,TX,2022-03-31,259628.0
Columbia,SC,2022-03-31,303295.0
Greensboro,NC,2022-03-31,343597.0
Akron,OH,2022-03-31,177333.0
North Port-Sarasota-Bradenton,FL,2022-03-31,574967.0
Little Rock,AR,2022-03-31,228300.0
Stockton,CA,2022-03-31,612293.0
Charleston,SC,2022-03-31,484630.0
Syracuse,NY,2022-03-31,180767.0
Colorado Springs,CO,2022-03-31,591585.0
Winston-Salem,NC,2022-03-31,318497.0
Wichita,KS,2022-03-31,264300.0
Springfield,MA,2022-03-31,314967.0
Fort Myers,FL,2022-03-31,486667.0
Boise City,ID,2022-03-31,641933.0
Toledo,OH,2022-03-31,148967.0
Madison,WI,2022-03-31,409000.0
Lakeland,FL,2022-03-31,348633.0
Ogden,UT,2022-03-31,586717.0
Daytona Beach,FL,2022-03-31,375833.0
Des Moines,IA,2022-03-31,347962.0
Provo,UT,2022-03-31,659967.0
Durham,NC,2022-03-31,502300.0
Fort Collins,CO,2022-03-31,548050.0
New York,NY,2022-04-30,695000.0
Los Angeles-Long Beach-Anaheim,CA,2022-04-30,998333.0
Chicago,IL,2022-04-30,339317.0
Dallas-Fort Worth,TX,2022-04-30,453963.0
Philadelphia,PA,2022-04-30,318333.0
Houston,TX,2022-04-30,388833.0
Washington,DC,2022-04-30,575667.0
Miami-Fort Lauderdale,FL,2022-04-30,576297.0
Atlanta,GA,2022-04-30,403333.0
Boston,MA,2022-04-30,749998.0
San Francisco,CA,2022-04-30,975629.0
Detroit,MI,2022-04-30,223300.0
Riverside,CA,2022-04-30,576333.0
Phoenix,AZ,2022-04-30,505300.0
Seattle,WA,2022-04-30,787550.0
Minneapolis-St Paul,MN,2022-04-30,421772.0
San Diego,CA,2022-04-30,921333.0
St. Louis,MO,2022-04-30,264800.0
Tampa,FL,2022-04-30,432300.0
Baltimore,MD,2022-04-30,348300.0
Denver,CO,2022-04-30,673333.0
Pittsburgh,PA,2022-04-30,213300.0
Portland,OR,2022-04-30,598267.0
Charlotte,NC,2022-04-30,410163.0
Sacramento,CA,2022-04-30,662663.0
San Antonio,TX,2022-04-30,369663.0
Orlando,FL,2022-04-30,440852.0
Cincinnati,OH,2022-04-30,365967.0
Cleveland,OH,2022-04-30,180833.0
Kansas City,MO,2022-04-30,427150.0
Las Vegas,NV,2022-04-30,521667.0
Columbus,OH,2022-04-30,367967.0
Indianapolis,IN,2022-04-30,329632.0
San Jose,CA,2022-04-30,1409667.0
Austin,TX,2022-04-30,584330.0
Virginia Beach,VA,2022-04-30,320833.0
Nashville,TN,2022-04-30,518667.0
Providence,RI,2022-04-30,466600.0
Milwaukee,WI,2022-04-30,201633.0
Jacksonville,FL,2022-04-30,411845.0
Memphis,TN,2022-04-30,241633.0
Oklahoma City,OK,2022-04-30,359515.0
Louisville-Jefferson County,KY,2022-04-30,291997.0
Hartford,CT,2022-04-30,356267.0
Richmond,VA,2022-04-30,416466.0
New Orleans,LA,2022-04-30,333958.0
Buffalo,NY,2022-04-30,236433.0
Raleigh,NC,2022-04-30,456705.0
Birmingham,AL,2022-04-30,255633.0
Salt Lake City,UT,2022-04-30,631967.0
Rochester,NY,2022-04-30,216567.0
Grand Rapids,MI,2022-04-30,431333.0
Tucson,AZ,2022-04-30,402170.0
Urban Honolulu,HI,2022-04-30,721667.0
Tulsa,OK,2022-04-30,330123.0
Fresno,CA,2022-04-30,431300.0
Worcester,MA,2022-04-30,421667.0
Stamford,CT,2022-04-30,901000.0
Albuquerque,NM,2022-04-30,414317.0
Albany,NY,2022-04-30,276567.0
Omaha,NE,2022-04-30,392657.0
New Haven,CT,2022-04-30,360467.0
Bakersfield,CA,2022-04-30,364000.0
Knoxville,TN,2022-04-30,379966.0
Greenville,SC,2022-04-30,352147.0
Ventura,CA,2022-04-30,947904.0
Allentown,PA,2022-04-30,358067.0
El Paso,TX,2022-04-30,274080.0
Baton Rouge,LA,2022-04-30,336633.0
Dayton,OH,2022-04-30,244999.0
McAllen,TX,2022-04-30,261627.0
Columbia,SC,2022-04-30,309525.0
Greensboro,NC,2022-04-30,350600.0
Akron,OH,2022-04-30,190667.0
North Port-Sarasota-Bradenton,FL,2022-04-30,604997.0
Little Rock,AR,2022-04-30,233333.0
Stockton,CA,2022-04-30,631333.0
Charleston,SC,2022-04-30,505967.0
Syracuse,NY,2022-04-30,190800.0
Colorado Springs,CO,2022-04-30,596633.0
Winston-Salem,NC,2022-04-30,330863.0
Wichita,KS,2022-04-30,269000.0
Springfield,MA,2022-04-30,319933.0
Fort Myers,FL,2022-04-30,510000.0
Boise City,ID,2022-04-30,664967.0
Toledo,OH,2022-04-30,157300.0
Madison,WI,2022-04-30,412933.0
Lakeland,FL,2022-04-30,359933.0
Ogden,UT,2022-04-30,596883.0
Daytona Beach,FL,2022-04-30,389500.0
Des Moines,IA,2022-04-30,356798.0
Provo,UT,2022-04-30,686667.0
Durham,NC,2022-04-30,523300.0
Fort Collins,CO,2022-04-30,546383.0
New York,NY,2022-05-31,698667.0
Los Angeles-Long Beach-Anaheim,CA,2022-05-31,999999.0
Chicago,IL,2022-05-31,348267.0
Dallas-Fort Worth,TX,2022-05-31,473663.0
Philadelphia,PA,2022-05-31,326333.0
Houston,TX,2022-05-31,397663.0
Washington,DC,2022-05-31,588967.0
Miami-Fort Lauderdale,FL,2022-05-31,607997.0
Atlanta,GA,2022-05-31,413333.0
Boston,MA,2022-05-31,759000.0
San Francisco,CA,2022-05-31,995596.0
Detroit,MI,2022-05-31,241650.0
Riverside,CA,2022-05-31,591300.0
Phoenix,AZ,2022-05-31,520300.0
Seattle,WA,2022-05-31,820414.0
Minneapolis-St Paul,MN,2022-05-31,422954.0
San Diego,CA,2022-05-31,938333.0
St. Louis,MO,2022-05-31,266467.0
Tampa,FL,2022-05-31,443967.0
Baltimore,MD,2022-05-31,363300.0
Denver,CO,2022-05-31,690000.0
Pittsburgh,PA,2022-05-31,218333.0
Portland,OR,2022-05-31,599933.0
Charlotte,NC,2022-05-31,420160.0
Sacramento,CA,2022-05-31,663333.0
San Antonio,TX,2022-05-31,379167.0
Orlando,FL,2022-05-31,458522.0
Cincinnati,OH,2022-05-31,363633.0
Cleveland,OH,2022-05-31,189167.0
Kansas City,MO,2022-05-31,427983.0
Las Vegas,NV,2022-05-31,526333.0
Columbus,OH,2022-05-31,365233.0
Indianapolis,IN,2022-05-31,331566.0
San Jose,CA,2022-05-31,1455667.0
Austin,TX,2022-05-31,609296.0
Virginia Beach,VA,2022-05-31,329000.0
Nashville,TN,2022-05-31,541967.0
Providence,RI,2022-05-31,474933.0
Milwaukee,WI,2022-05-31,213267.0
Jacksonville,FL,2022-05-31,429328.0
Memphis,TN,2022-05-31,253333.0
Oklahoma City,OK,2022-05-31,357695.0
Louisville-Jefferson County,KY,2022-05-31,291997.0
Hartford,CT,2022-05-31,356267.0
Richmond,VA,2022-05-31,413133.0
New Orleans,LA,2022-05-31,329667.0
Buffalo,NY,2022-05-31,239933.0
Raleigh,NC,2022-05-31,473371.0
Birmingham,AL,2022-05-31,261050.0
Salt Lake City,UT,2022-05-31,655800.0
Rochester,NY,2022-05-31,213233.0
Grand Rapids,MI,2022-05-31,435067.0
Tucson,AZ,2022-05-31,415948.0
Urban Honolulu,HI,2022-05-31,750000.0
Tulsa,OK,2022-05-31,337106.0
Fresno,CA,2022-05-31,444633.0
Worcester,MA,2022-05-31,439967.0
Stamford,CT,2022-05-31,861000.0
Albuquerque,NM,2022-05-31,422950.0
Albany,NY,2022-05-31,279900.0
Omaha,NE,2022-05-31,385990.0
New Haven,CT,2022-05-31,367133.0
Bakersfield,CA,2022-05-31,381300.0
Knoxville,TN,2022-05-31,393300.0
Greenville,SC,2022-05-31,357466.0
Ventura,CA,2022-05-31,955904.0
Allentown,PA,2022-05-31,364433.0
El Paso,TX,2022-05-31,277413.0
Baton Rouge,LA,2022-05-31,328300.0
Dayton,OH,2022-05-31,233333.0
McAllen,TX,2022-05-31,264993.0
Columbia,SC,2022-05-31,313191.0
Greensboro,NC,2022-05-31,360797.0
Akron,OH,2022-05-31,194633.0
North Port-Sarasota-Bradenton,FL,2022-05-31,626330.0
Little Rock,AR,2022-05-31,243333.0
Stockton,CA,2022-05-31,644667.0
Charleston,SC,2022-05-31,518000.0
Syracuse,NY,2022-05-31,198267.0
Colorado Springs,CO,2022-05-31,605867.0
Winston-Salem,NC,2022-05-31,340867.0
Wichita,KS,2022-05-31,269000.0
Springfield,MA,2022-05-31,336567.0
Fort Myers,FL,2022-05-31,513333.0
Boise City,ID,2022-05-31,664933.0
Toledo,OH,2022-05-31,166600.0
Madison,WI,2022-05-31,413233.0
Lakeland,FL,2022-05-31,371933.0
Ogden,UT,2022-05-31,602883.0
Daytona Beach,FL,2022-05-31,399800.0
Des Moines,IA,2022-05-31,357468.0
Provo,UT,2022-05-31,684967.0
Durham,NC,2022-05-31,531667.0
Fort Collins,CO,2022-05-31,560230.0
New York,NY,2022-06-30,697667.0
Los Angeles-Long Beach-Anaheim,CA,2022-06-30,999666.0
Chicago,IL,2022-06-30,354633.0
Dallas-Fort Worth,TX,2022-06-30,485997.0
Philadelphia,PA,2022-06-30,334633.0
Houston,TX,2022-06-30,404297.0
Washington,DC,2022-06-30,597300.0
Miami-Fort Lauderdale,FL,2022-06-30,631633.0
Atlanta,GA,2022-06-30,426633.0
Boston,MA,2022-06-30,759000.0
San Francisco,CA,2022-06-30,1011320.0
Detroit,MI,2022-06-30,261317.0
Riverside,CA,2022-06-30,599600.0
Phoenix,AZ,2022-06-30,533667.0
Seattle,WA,2022-06-30,826756.0
Minneapolis-St Paul,MN,2022-06-30,417987.0
San Diego,CA,2022-06-30,949333.0
St. Louis,MO,2022-06-30,264833.0
Tampa,FL,2022-06-30,450633.0
Baltimore,MD,2022-06-30,373300.0
Denver,CO,2022-06-30,693333.0
Pittsburgh,PA,2022-06-30,224667.0
Portland,OR,2022-06-30,599966.0
Charlotte,NC,2022-06-30,429960.0
Sacramento,CA,2022-06-30,659967.0
San Antonio,TX,2022-06-30,388833.0
Orlando,FL,2022-06-30,469000.0
Cincinnati,OH,2022-06-30,354667.0
Cleveland,OH,2022-06-30,201667.0
Kansas City,MO,2022-06-30,419667.0
Las Vegas,NV,2022-06-30,523000.0
Columbus,OH,2022-06-30,362233.0
Indianapolis,IN,2022-06-30,330533.0
San Jose,CA,2022-06-30,1462333.0
Austin,TX,2022-06-30,616966.0
Virginia Beach,VA,2022-06-30,335633.0
Nashville,TN,2022-06-30,561967.0
Providence,RI,2022-06-30,484633.0
Milwaukee,WI,2022-06-30,229633.0
Jacksonville,FL,2022-06-30,437663.0
Memphis,TN,2022-06-30,266667.0
Oklahoma City,OK,2022-06-30,348025.0
Louisville-Jefferson County,KY,2022-06-30,289630.0
Hartford,CT,2022-06-30,359633.0
Richmond,VA,2022-06-30,416633.0
New Orleans,LA,2022-06-30,326333.0
Buffalo,NY,2022-06-30,243266.0
Raleigh,NC,2022-06-30,486333.0
Birmingham,AL,2022-06-30,271433.0
Salt Lake City,UT,2022-06-30,664100.0
Rochester,NY,2022-06-30,214900.0
Grand Rapids,MI,2022-06-30,433400.0
Tucson,AZ,2022-06-30,422666.0
Urban Honolulu,HI,2022-06-30,785000.0
Tulsa,OK,2022-06-30,336717.0
Fresno,CA,2022-06-30,451333.0
Worcester,MA,2022-06-30,448267.0
Stamford,CT,2022-06-30,836333.0
Albuquerque,NM,2022-06-30,422300.0
Albany,NY,2022-06-30,283233.0
Omaha,NE,2022-06-30,378660.0
New Haven,CT,2022-06-30,368833.0
Bakersfield,CA,2022-06-30,393133.0
Knoxville,TN,2022-06-30,401633.0
Greenville,SC,2022-06-30,362970.0
Ventura,CA,2022-06-30,944667.0
Allentown,PA,2022-06-30,365100.0
El Paso,TX,2022-06-30,277217.0
Baton Rouge,LA,2022-06-30,319967.0
Dayton,OH,2022-06-30,221333.0
McAllen,TX,2022-06-30,268330.0
Columbia,SC,2022-06-30,317530.0
Greensboro,NC,2022-06-30,368463.0
Akron,OH,2022-06-30,196300.0
North Port-Sarasota-Bradenton,FL,2022-06-30,631330.0
Little Rock,AR,2022-06-30,251333.0
Stockton,CA,2022-06-30,644667.0
Charleston,SC,2022-06-30,519667.0
Syracuse,NY,2022-06-30,209933.0
Colorado Springs,CO,2022-06-30,605567.0
Winston-Salem,NC,2022-06-30,343467.0
Wichita,KS,2022-06-30,269333.0
Springfield,MA,2022-06-30,346600.0
Fort Myers,FL,2022-06-30,506633.0
Boise City,ID,2022-06-30,641633.0
Toledo,OH,2022-06-30,169933.0
Madison,WI,2022-06-30,411600.0
Lakeland,FL,2022-06-30,380600.0
Ogden,UT,2022-06-30,603300.0
Daytona Beach,FL,2022-06-30,409633.0
Des Moines,IA,2022-06-30,358835.0
Provo,UT,2022-06-30,669300.0
Durham,NC,2022-06-30,520000.0
Fort Collins,CO,2022-06-30,580230.0
