City,Date,Avg_Rent
Seattle,2021-11,2165
Minneapolis-St Paul,2021-11,1591
San Diego,2021-11,2810
St. Louis,2021-11,1211
Tampa,2021-11,1966
Baltimore,2021-11,1728
Denver,2021-11,1883
Pittsburgh,2021-11,1296
Portland,2021-11,1806
Charlotte,2021-11,1688
Sacramento,2021-11,2201
San Antonio,2021-11,1417
Orlando,2021-11,1899
Cincinnati,2021-11,1356
Cleveland,2021-11,1297
Kansas City,2021-11,1268
Las Vegas,2021-11,1812
Columbus,2021-11,1366
Indianapolis,2021-11,1391
San Jose,2021-11,3117
Austin,2021-11,1786
Virginia Beach,2021-11,1571
Nashville,2021-11,1743
Providence,2021-11,1756
Milwaukee,2021-11,1149
Jacksonville,2021-11,1697
Memphis,2021-11,1439
Oklahoma City,2021-11,1270
Louisville-Jefferson County,2021-11,1207
Hartford,2021-11,1574
Richmond,2021-11,1529
New Orleans,2021-11,1450
Buffalo,2021-11,1159
Raleigh,2021-11,1659
Birmingham,2021-11,1285
Salt Lake City,2021-11,1568
Rochester,2021-11,1323
Grand Rapids,2021-11,1377
Tucson,2021-11,1530
Urban Honolulu,2021-11,2560
Tulsa,2021-11,1268
Fresno,2021-11,1944
Worcester,2021-11,1736
Stamford,2021-11,2522
Albuquerque,2021-11,1436
Albany,2021-11,1366
Omaha,2021-11,1171
New Haven,2021-11,1878
Bakersfield,2021-11,1632
Knoxville,2021-11,1533
Greenville,2021-11,1437
Ventura,2021-11,2905
Allentown,2021-11,1718
El Paso,2021-11,1276
Baton Rouge,2021-11,1314
Dayton,2021-11,1219
McAllen,2021-11,1031
Columbia,2021-11,1370
Greensboro,2021-11,1320
Akron,2021-11,1110
North Port-Sarasota-Bradenton,2021-11,2282
Little Rock,2021-11,1129
Stockton,2021-11,2319
Charleston,2021-11,1749
Syracuse,2021-11,1313
Colorado Springs,2021-11,1765
Winston-Salem,2021-11,1517
Wichita,2021-11,919
Springfield,2021-11,1509
Fort Myers,2021-11,1984
Boise City,2021-11,1711
Toledo,2021-11,1181
Madison,2021-11,1308
Lakeland,2021-11,1700
Ogden,2021-11,1598
Daytona Beach,2021-11,1719
Des Moines,2021-11,1156
Jackson,2021-11,1332
Youngstown,2021-11,931
Augusta,2021-11,1280
Scranton,2021-11,1184
Harrisburg,2021-11,1304
Melbourne,2021-11,1809
Chattanooga,2021-11,1371
Spokane,2021-11,1507
Provo,2021-11,1659
Durham,2021-11,1580
Port St. Lucie,2021-11,2228
Killeen,2021-11,1339
Fort Collins,2021-11,1757
Boulder,2021-11,2080
College Station,2021-11,1296
Gainesville,2021-11,1561
Sierra Vista,2021-11,1169
Sebring,2021-11,1200
New York,2021-12,2884
Los Angeles-Long Beach-Anaheim,2021-12,2781
Chicago,2021-12,1832
Dallas-Fort Worth,2021-12,1710
Philadelphia,2021-12,1788
Houston,2021-12,1536
Washington,2021-12,2168
Miami-Fort Lauderdale,2021-12,2610
Atlanta,2021-12,1869
Boston,2021-12,2677
San Francisco,2021-12,3129
Detroit,2021-12,1389
Riverside,2021-12,2452
Phoenix,2021-12,1878
Seattle,2021-12,2168
Minneapolis-St Paul,2021-12,1595
San Diego,2021-12,2838
St. Louis,2021-12,1218
Tampa,2021-12,1983
Baltimore,2021-12,1739
Denver,2021-12,1892
Pittsburgh,2021-12,1289
Portland,2021-12,1810
Charlotte,2021-12,1705
Sacramento,2021-12,2191
San Antonio,2021-12,1431
Orlando,2021-12,1910
Cincinnati,2021-12,1363
Cleveland,2021-12,1307
Kansas City,2021-12,1277
Las Vegas,2021-12,1817
Columbus,2021-12,1383
Indianapolis,2021-12,1391
San Jose,2021-12,3130
Austin,2021-12,1800
Virginia Beach,2021-12,1571
Nashville,2021-12,1754
Providence,2021-12,1781
Milwaukee,2021-12,1149
Jacksonville,2021-12,1714
Memphis,2021-12,1449
Oklahoma City,2021-12,1272
Louisville-Jefferson County,2021-12,1220
Hartford,2021-12,1577
Richmond,2021-12,1540
New Orleans,2021-12,1507
Buffalo,2021-12,1176
Raleigh,2021-12,1670
Birmingham,2021-12,1289
Salt Lake City,2021-12,1586
Rochester,2021-12,1340
Grand Rapids,2021-12,1399
Tucson,2021-12,1545
Urban Honolulu,2021-12,2592
Tulsa,2021-12,1285
Fresno,2021-12,1928
Worcester,2021-12,1728
Stamford,2021-12,2499
Albuquerque,2021-12,1453
Albany,2021-12,1377
Omaha,2021-12,1175
New Haven,2021-12,1872
Bakersfield,2021-12,1667
Knoxville,2021-12,1558
Greenville,2021-12,1431
Ventura,2021-12,2950
Allentown,2021-12,1746
El Paso,2021-12,1296
Baton Rouge,2021-12,1327
Dayton,2021-12,1213
McAllen,2021-12,1034
Columbia,2021-12,1369
Greensboro,2021-12,1327
Akron,2021-12,1106
North Port-Sarasota-Bradenton,2021-12,2378
Little Rock,2021-12,1135
Stockton,2021-12,2342
Charleston,2021-12,1752
Syracuse,2021-12,1360
Colorado Springs,2021-12,1775
Winston-Salem,2021-12,1498
Wichita,2021-12,922
Springfield,2021-12,1513
Fort Myers,2021-12,2020
Boise City,2021-12,1706
Toledo,2021-12,1192
Madison,2021-12,1312
Lakeland,2021-12,1704
Ogden,2021-12,1622
Daytona Beach,2021-12,1736
Des Moines,2021-12,1159
Jackson,2021-12,1331
Youngstown,2021-12,958
Augusta,2021-12,1279
Scranton,2021-12,1163
Harrisburg,2021-12,1322
Melbourne,2021-12,1824
Chattanooga,2021-12,1405
Spokane,2021-12,1489
Provo,2021-12,1657
Durham,2021-12,1602
Port St. Lucie,2021-12,2237
Killeen,2021-12,1356
Fort Collins,2021-12,1776
Boulder,2021-12,2104
College Station,2021-12,1310
Gainesville,2021-12,1583
Sierra Vista,2021-12,1152
Sebring,2021-12,1208
New York,2022-01,2917
Los Angeles-Long Beach-Anaheim,2022-01,2801
Chicago,2022-01,1846
Dallas-Fort Worth,2022-01,1719
Philadelphia,2022-01,1784
Houston,2022-01,1535
Washington,2022-01,2172
Miami-Fort Lauderdale,2022-01,2638
Atlanta,2022-01,1875
Boston,2022-01,2686
San Francisco,2022-01,3137
Detroit,2022-01,1386
Riverside,2022-01,2486
Phoenix,2022-01,1889
Seattle,2022-01,2170
Minneapolis-St Paul,2022-01,1599
San Diego,2022-01,2840
St. Louis,2022-01,1215
Tampa,2022-01,1987
Baltimore,2022-01,1742
Denver,2022-01,1904
Pittsburgh,2022-01,1290
Portland,2022-01,1815
Charlotte,2022-01,1712
Sacramento,2022-01,2190
San Antonio,2022-01,1432
Orlando,2022-01,1918
Cincinnati,2022-01,1361
Cleveland,2022-01,1299
Kansas City,2022-01,1279
Las Vegas,2022-01,1829
Columbus,2022-01,1375
Indianapolis,2022-01,1397
San Jose,2022-01,3157
Austin,2022-01,1791
Virginia Beach,2022-01,1557
Nashville,2022-01,1772
Providence,2022-01,1805
Milwaukee,2022-01,1161
Jacksonville,2022-01,1714
Memphis,2022-01,1453
Oklahoma City,2022-01,1279
Louisville-Jefferson County,2022-01,1228
Hartford,2022-01,1555
Richmond,2022-01,1525
New Orleans,2022-01,1500
Buffalo,2022-01,1174
Raleigh,2022-01,1682
Birmingham,2022-01,1293
Salt Lake City,2022-01,1595
Rochester,2022-01,1318
Grand Rapids,2022-01,1394
Tucson,2022-01,1547
Urban Honolulu,2022-01,2552
Tulsa,2022-01,1277
Fresno,2022-01,1935
Worcester,2022-01,1723
Stamford,2022-01,2519
Albuquerque,2022-01,1440
Albany,2022-01,1365
Omaha,2022-01,1171
New Haven,2022-01,1852
Bakersfield,2022-01,1704
Knoxville,2022-01,1563
Greenville,2022-01,1433
Ventura,2022-01,2943
Allentown,2022-01,1772
El Paso,2022-01,1306
Baton Rouge,2022-01,1336
Dayton,2022-01,1222
McAllen,2022-01,1030
Columbia,2022-01,1353
Greensboro,2022-01,1327
Akron,2022-01,1084
North Port-Sarasota-Bradenton,2022-01,2367
Little Rock,2022-01,1122
Stockton,2022-01,2354
Charleston,2022-01,1738
Syracuse,2022-01,1300
Colorado Springs,2022-01,1777
Winston-Salem,2022-01,1519
Wichita,2022-01,921
Springfield,2022-01,1522
Fort Myers,2022-01,2037
Boise City,2022-01,1736
Toledo,2022-01,1182
Madison,2022-01,1317
Lakeland,2022-01,1715
Ogden,2022-01,1632
Daytona Beach,2022-01,1761
Des Moines,2022-01,1159
Jackson,2022-01,1334
Youngstown,2022-01,970
Augusta,2022-01,1283
Scranton,2022-01,1171
Harrisburg,2022-01,1333
Melbourne,2022-01,1846
Chattanooga,2022-01,1417
Spokane,2022-01,1381
Provo,2022-01,1667
Durham,2022-01,1600
Port St. Lucie,2022-01,2275
Killeen,2022-01,1346
Fort Collins,2022-01,1773
Boulder,2022-01,2131
College Station,2022-01,1318
Gainesville,2022-01,1600
Sierra Vista,2022-01,1066
Sebring,2022-01,1212
New York,2022-02,2970
Los Angeles-Long Beach-Anaheim,2022-02,2834
Chicago,2022-02,1860
Dallas-Fort Worth,2022-02,1735
Philadelphia,2022-02,1794
Houston,2022-02,1546
Washington,2022-02,2184
Miami-Fort Lauderdale,2022-02,2693
Atlanta,2022-02,1887
Boston,2022-02,2691
San Francisco,2022-02,3158
Detroit,2022-02,1398
Riverside,2022-02,2515
Phoenix,2022-02,1900
Seattle,2022-02,2193
Minneapolis-St Paul,2022-02,1615
San Diego,2022-02,2884
St. Louis,2022-02,1228
Tampa,2022-02,2014
Baltimore,2022-02,1751
Denver,2022-02,1919
Pittsburgh,2022-02,1303
Portland,2022-02,1828
Charlotte,2022-02,1721
Sacramento,2022-02,2209
San Antonio,2022-02,1442
Orlando,2022-02,1937
Cincinnati,2022-02,1376
Cleveland,2022-02,1326
Kansas City,2022-02,1293
Las Vegas,2022-02,1827
Columbus,2022-02,1386
Indianapolis,2022-02,1413
San Jose,2022-02,3196
Austin,2022-02,1806
Virginia Beach,2022-02,1565
Nashville,2022-02,1796
Providence,2022-02,1822
Milwaukee,2022-02,1165
Jacksonville,2022-02,1728
Memphis,2022-02,1466
Oklahoma City,2022-02,1286
Louisville-Jefferson County,2022-02,1242
Hartford,2022-02,1572
Richmond,2022-02,1540
New Orleans,2022-02,1530
Buffalo,2022-02,1200
Raleigh,2022-02,1693
Birmingham,2022-02,1293
Salt Lake City,2022-02,1619
Rochester,2022-02,1342
Grand Rapids,2022-02,1407
Tucson,2022-02,1576
Urban Honolulu,2022-02,2570
Tulsa,2022-02,1278
Fresno,2022-02,1942
Worcester,2022-02,1762
Stamford,2022-02,2537
Albuquerque,2022-02,1459
Albany,2022-02,1381
Omaha,2022-02,1184
New Haven,2022-02,1861
Bakersfield,2022-02,1722
Knoxville,2022-02,1579
Greenville,2022-02,1439
Ventura,2022-02,2972
Allentown,2022-02,1778
El Paso,2022-02,1347
Baton Rouge,2022-02,1346
Dayton,2022-02,1238
McAllen,2022-02,1054
Columbia,2022-02,1356
Greensboro,2022-02,1352
Akron,2022-02,1119
North Port-Sarasota-Bradenton,2022-02,2323
Little Rock,2022-02,1130
Stockton,2022-02,2393
Charleston,2022-02,1746
Syracuse,2022-02,1305
Colorado Springs,2022-02,1793
Winston-Salem,2022-02,1554
Wichita,2022-02,931
Springfield,2022-02,1537
Fort Myers,2022-02,2046
Boise City,2022-02,1740
Toledo,2022-02,1194
Madison,2022-02,1316
Lakeland,2022-02,1738
Ogden,2022-02,1659
Daytona Beach,2022-02,1802
Des Moines,2022-02,1172
Jackson,2022-02,1352
Youngstown,2022-02,965
Augusta,2022-02,1311
Scranton,2022-02,1182
Harrisburg,2022-02,1343
Melbourne,2022-02,1853
Chattanooga,2022-02,1453
Spokane,2022-02,1455
Provo,2022-02,1691
Durham,2022-02,1613
Port St. Lucie,2022-02,2222
Killeen,2022-02,1348
Fort Collins,2022-02,1797
Boulder,2022-02,2147
College Station,2022-02,1333
Gainesville,2022-02,1605
Sierra Vista,2022-02,1108
Sebring,2022-02,1211
New York,2022-03,3019
Los Angeles-Long Beach-Anaheim,2022-03,2863
Chicago,2022-03,1883
Dallas-Fort Worth,2022-03,1744
Philadelphia,2022-03,1808
Houston,2022-03,1556
Washington,2022-03,2197
Miami-Fort Lauderdale,2022-03,2744
Atlanta,2022-03,1897
Boston,2022-03,2714
San Francisco,2022-03,3192
Detroit,2022-03,1409
Riverside,2022-03,2549
Phoenix,2022-03,1911
Seattle,2022-03,2213
Minneapolis-St Paul,2022-03,1623
San Diego,2022-03,2933
St. Louis,2022-03,1245
Tampa,2022-03,2036
Baltimore,2022-03,1762
Denver,2022-03,1941
Pittsburgh,2022-03,1317
Portland,2022-03,1843
Charlotte,2022-03,1729
Sacramento,2022-03,2233
San Antonio,2022-03,1451
Orlando,2022-03,1969
Cincinnati,2022-03,1394
Cleveland,2022-03,1336
Kansas City,2022-03,1303
Las Vegas,2022-03,1839
Columbus,2022-03,1392
Indianapolis,2022-03,1429
San Jose,2022-03,3221
Austin,2022-03,1820
Virginia Beach,2022-03,1579
Nashville,2022-03,1810
Providence,2022-03,1853
Milwaukee,2022-03,1170
Jacksonville,2022-03,1734
Memphis,2022-03,1482
Oklahoma City,2022-03,1299
Louisville-Jefferson County,2022-03,1259
Hartford,2022-03,1600
Richmond,2022-03,1557
New Orleans,2022-03,1531
Buffalo,2022-03,1207
Raleigh,2022-03,1706
Birmingham,2022-03,1305
Salt Lake City,2022-03,1645
Rochester,2022-03,1372
Grand Rapids,2022-03,1419
Tucson,2022-03,1588
Urban Honolulu,2022-03,2617
Tulsa,2022-03,1284
Fresno,2022-03,1958
Worcester,2022-03,1792
Stamford,2022-03,2586
Albuquerque,2022-03,1464
Albany,2022-03,1404
Omaha,2022-03,1197
New Haven,2022-03,1886
Bakersfield,2022-03,1725
Knoxville,2022-03,1611
Greenville,2022-03,1458
Ventura,2022-03,3006
Allentown,2022-03,1790
El Paso,2022-03,1374
Baton Rouge,2022-03,1352
Dayton,2022-03,1246
McAllen,2022-03,1031
Columbia,2022-03,1379
Greensboro,2022-03,1357
Akron,2022-03,1137
North Port-Sarasota-Bradenton,2022-03,2306
Little Rock,2022-03,1137
Stockton,2022-03,2398
Charleston,2022-03,1758
Syracuse,2022-03,1341
Colorado Springs,2022-03,1813
Winston-Salem,2022-03,1555
Wichita,2022-03,943
Springfield,2022-03,1547
Fort Myers,2022-03,2072
Boise City,2022-03,1774
Toledo,2022-03,1217
Madison,2022-03,1329
Lakeland,2022-03,1785
Ogden,2022-03,1661
Daytona Beach,2022-03,1836
Des Moines,2022-03,1173
Jackson,2022-03,1378
Youngstown,2022-03,967
Augusta,2022-03,1324
Scranton,2022-03,1202
Harrisburg,2022-03,1359
Melbourne,2022-03,1889
Chattanooga,2022-03,1469
Spokane,2022-03,1516
Provo,2022-03,1705
Durham,2022-03,1624
Port St. Lucie,2022-03,2252
Killeen,2022-03,1359
Fort Collins,2022-03,1811
Boulder,2022-03,2185
College Station,2022-03,1346
Gainesville,2022-03,1615
Sierra Vista,2022-03,1213
Sebring,2022-03,1229
New York,2022-04,3072
Los Angeles-Long Beach-Anaheim,2022-04,2900
Chicago,2022-04,1907
Dallas-Fort Worth,2022-04,1771
Philadelphia,2022-04,1821
Houston,2022-04,1568
Washington,2022-04,2221
Miami-Fort Lauderdale,2022-04,2789
Atlanta,2022-04,1904
Boston,2022-04,2758
San Francisco,2022-04,3215
Detroit,2022-04,1436
Riverside,2022-04,2571
Phoenix,2022-04,1926
Seattle,2022-04,2239
Minneapolis-St Paul,2022-04,1632
San Diego,2022-04,2993
St. Louis,2022-04,1258
Tampa,2022-04,2054
Baltimore,2022-04,1779
Denver,2022-04,1967
Pittsburgh,2022-04,1323
Portland,2022-04,1865
Charlotte,2022-04,1752
Sacramento,2022-04,2250
San Antonio,2022-04,1466
Orlando,2022-04,1993
Cincinnati,2022-04,1417
Cleveland,2022-04,1354
Kansas City,2022-04,1323
Las Vegas,2022-04,1856
Columbus,2022-04,1420
Indianapolis,2022-04,1449
San Jose,2022-04,3267
Austin,2022-04,1843
Virginia Beach,2022-04,1591
Nashville,2022-04,1823
Providence,2022-04,1899
Milwaukee,2022-04,1177
Jacksonville,2022-04,1753
Memphis,2022-04,1494
Oklahoma City,2022-04,1316
Louisville-Jefferson County,2022-04,1275
Hartford,2022-04,1629
Richmond,2022-04,1573
New Orleans,2022-04,1531
Buffalo,2022-04,1217
Raleigh,2022-04,1722
Birmingham,2022-04,1314
Salt Lake City,2022-04,1670
Rochester,2022-04,1387
Grand Rapids,2022-04,1446
Tucson,2022-04,1595
Urban Honolulu,2022-04,2632
Tulsa,2022-04,1293
Fresno,2022-04,1981
Worcester,2022-04,1821
Stamford,2022-04,2632
Albuquerque,2022-04,1483
Albany,2022-04,1396
Omaha,2022-04,1221
New Haven,2022-04,1932
Bakersfield,2022-04,1722
Knoxville,2022-04,1653
Greenville,2022-04,1472
Ventura,2022-04,3031
Allentown,2022-04,1809
El Paso,2022-04,1394
Baton Rouge,2022-04,1364
Dayton,2022-04,1235
McAllen,2022-04,1051
Columbia,2022-04,1391
Greensboro,2022-04,1372
Akron,2022-04,1164
North Port-Sarasota-Bradenton,2022-04,2363
Little Rock,2022-04,1137
Stockton,2022-04,2442
Charleston,2022-04,1802
Syracuse,2022-04,1359
Colorado Springs,2022-04,1831
Winston-Salem,2022-04,1567
Wichita,2022-04,943
Springfield,2022-04,1596
Fort Myers,2022-04,2099
Boise City,2022-04,1799
Toledo,2022-04,1234
Madison,2022-04,1347
Lakeland,2022-04,1821
Ogden,2022-04,1700
Daytona Beach,2022-04,1860
Des Moines,2022-04,1188
Jackson,2022-04,1380
Youngstown,2022-04,960
Augusta,2022-04,1310
Scranton,2022-04,1232
Harrisburg,2022-04,1375
Melbourne,2022-04,1916
Chattanooga,2022-04,1485
Spokane,2022-04,1536
Provo,2022-04,1729
Durham,2022-04,1637
Port St. Lucie,2022-04,2286
Killeen,2022-04,1379
Fort Collins,2022-04,1825
Boulder,2022-04,2206
College Station,2022-04,1353
Gainesville,2022-04,1606
Sierra Vista,2022-04,1237
Sebring,2022-04,1264
New York,2022-05,3135
Los Angeles-Long Beach-Anaheim,2022-05,2935
Chicago,2022-05,1931
Dallas-Fort Worth,2022-05,1802
Philadelphia,2022-05,1838
Houston,2022-05,1583
Washington,2022-05,2244
Miami-Fort Lauderdale,2022-05,2834
Atlanta,2022-05,1928
Boston,2022-05,2804
San Francisco,2022-05,3247
Detroit,2022-05,1452
Riverside,2022-05,2584
Phoenix,2022-05,1940
Seattle,2022-05,2277
Minneapolis-St Paul,2022-05,1650
San Diego,2022-05,3040
St. Louis,2022-05,1275
Tampa,2022-05,2089
Baltimore,2022-05,1792
Denver,2022-05,1993
Pittsburgh,2022-05,1335
Portland,2022-05,1896
Charlotte,2022-05,1785
Sacramento,2022-05,2275
San Antonio,2022-05,1483
Orlando,2022-05,2033
Cincinnati,2022-05,1436
Cleveland,2022-05,1373
Kansas City,2022-05,1342
Las Vegas,2022-05,1879
Columbus,2022-05,1442
Indianapolis,2022-05,1468
San Jose,2022-05,3310
Austin,2022-05,1873
Virginia Beach,2022-05,1610
Nashville,2022-05,1851
Providence,2022-05,1956
Milwaukee,2022-05,1188
Jacksonville,2022-05,1776
Memphis,2022-05,1512
Oklahoma City,2022-05,1333
Louisville-Jefferson County,2022-05,1290
Hartford,2022-05,1652
Richmond,2022-05,1597
New Orleans,2022-05,1533
Buffalo,2022-05,1230
Raleigh,2022-05,1747
Birmingham,2022-05,1326
Salt Lake City,2022-05,1689
Rochester,2022-05,1412
Grand Rapids,2022-05,1487
Tucson,2022-05,1598
Urban Honolulu,2022-05,2689
Tulsa,2022-05,1304
Fresno,2022-05,2008
Worcester,2022-05,1852
Stamford,2022-05,2675
Albuquerque,2022-05,1523
Albany,2022-05,1417
Omaha,2022-05,1238
New Haven,2022-05,1941
Bakersfield,2022-05,1772
Knoxville,2022-05,1680
Greenville,2022-05,1490
Ventura,2022-05,3069
Allentown,2022-05,1811
El Paso,2022-05,1411
Baton Rouge,2022-05,1375
Dayton,2022-05,1256
McAllen,2022-05,1075
Columbia,2022-05,1415
Greensboro,2022-05,1396
Akron,2022-05,1167
North Port-Sarasota-Bradenton,2022-05,2367
Little Rock,2022-05,1152
Stockton,2022-05,2454
Charleston,2022-05,1854
Syracuse,2022-05,1386
Colorado Springs,2022-05,1857
Winston-Salem,2022-05,1603
Wichita,2022-05,950
Springfield,2022-05,1581
Fort Myers,2022-05,2164
Boise City,2022-05,1832
Toledo,2022-05,1265
Madison,2022-05,1368
Lakeland,2022-05,1833
Ogden,2022-05,1720
Daytona Beach,2022-05,1883
Des Moines,2022-05,1204
Jackson,2022-05,1400
Youngstown,2022-05,952
Augusta,2022-05,1323
Scranton,2022-05,1228
Harrisburg,2022-05,1382
Melbourne,2022-05,1943
Chattanooga,2022-05,1523
Spokane,2022-05,1574
Provo,2022-05,1759
Durham,2022-05,1669
Port St. Lucie,2022-05,2304
Killeen,2022-05,1389
Fort Collins,2022-05,1855
Boulder,2022-05,2219
College Station,2022-05,1354
Gainesville,2022-05,1627
Sierra Vista,2022-05,1224
Sebring,2022-05,1284
New York,2022-06,3186
Los Angeles-Long Beach-Anaheim,2022-06,2951
Chicago,2022-06,1947
Dallas-Fort Worth,2022-06,1825
Philadelphia,2022-06,1852
Houston,2022-06,1589
Washington,2022-06,2263
Miami-Fort Lauderdale,2022-06,2848
Atlanta,2022-06,1946
Boston,2022-06,2836
San Francisco,2022-06,3266
Detroit,2022-06,1463
Riverside,2022-06,2601
Phoenix,2022-06,1938
Seattle,2022-06,2307
Minneapolis-St Paul,2022-06,1657
San Diego,2022-06,3078
St. Louis,2022-06,1290
Tampa,2022-06,2106
Baltimore,2022-06,1800
Denver,2022-06,2005
Pittsburgh,2022-06,1351
Portland,2022-06,1915
Charlotte,2022-06,1807
Sacramento,2022-06,2292
San Antonio,2022-06,1493
Orlando,2022-06,2062
Cincinnati,2022-06,1457
Cleveland,2022-06,1384
Kansas City,2022-06,1357
Las Vegas,2022-06,1884
Columbus,2022-06,1456
Indianapolis,2022-06,1491
San Jose,2022-06,3361
Austin,2022-06,1895
Virginia Beach,2022-06,1627
Nashville,2022-06,1870
Providence,2022-06,1953
Milwaukee,2022-06,1202
Jacksonville,2022-06,1783
Memphis,2022-06,1516
Oklahoma City,2022-06,1346
Louisville-Jefferson County,2022-06,1301
Hartford,2022-06,1656
Richmond,2022-06,1611
New Orleans,2022-06,1538
Buffalo,2022-06,1244
Raleigh,2022-06,1769
Birmingham,2022-06,1332
Salt Lake City,2022-06,1703
Rochester,2022-06,1440
Grand Rapids,2022-06,1491
Tucson,2022-06,1620
Urban Honolulu,2022-06,2670
Tulsa,2022-06,1317
Fresno,2022-06,1995
Worcester,2022-06,1881
Stamford,2022-06,2711
Albuquerque,2022-06,1537
Albany,2022-06,1437
Omaha,2022-06,1248
New Haven,2022-06,1953
Bakersfield,2022-06,1778
Knoxville,2022-06,1705
Greenville,2022-06,1513
Ventura,2022-06,3042
Allentown,2022-06,1823
El Paso,2022-06,1433
Baton Rouge,2022-06,1389
Dayton,2022-06,1261
McAllen,2022-06,1080
Columbia,2022-06,1422
Greensboro,2022-06,1411
Akron,2022-06,1200
North Port-Sarasota-Bradenton,2022-06,2393
Little Rock,2022-06,1167
Stockton,2022-06,2452
Charleston,2022-06,1881
Syracuse,2022-06,1399
Colorado Springs,2022-06,1878
Winston-Salem,2022-06,1608
Wichita,2022-06,961
Springfield,2022-06,1594
Fort Myers,2022-06,2162
Boise City,2022-06,1849
Toledo,2022-06,1294
Madison,2022-06,1381
Lakeland,2022-06,1866
Ogden,2022-06,1755
Daytona Beach,2022-06,1903
Des Moines,2022-06,1216
Jackson,2022-06,1383
Youngstown,2022-06,960
Augusta,2022-06,1343
Scranton,2022-06,1244
Harrisburg,2022-06,1381
Melbourne,2022-06,1974
Chattanooga,2022-06,1522
Spokane,2022-06,1585
Provo,2022-06,1764
Durham,2022-06,1696
Port St. Lucie,2022-06,2292
Killeen,2022-06,1402
Fort Collins,2022-06,1874
Boulder,2022-06,2221
College Station,2022-06,1356
Gainesville,2022-06,1652
Sierra Vista,2022-06,1171
Sebring,2022-06,1299
