City,State,Date,HVI
Ketchikan,AK,2021-11-30,342031.0
New York,NY,2021-12-31,579000.0
Los Angeles-Long Beach-Anaheim,CA,2021-12-31,867810.0
Chicago,IL,2021-12-31,293700.0
Dallas-Fort Worth,TX,2021-12-31,347444.0
Philadelphia,PA,2021-12-31,316430.0
Houston,TX,2021-12-31,281297.0
Washington,DC,2021-12-31,529647.0
Miami-Fort Lauderdale,FL,2021-12-31,394586.0
Atlanta,GA,2021-12-31,339799.0
Boston,MA,2021-12-31,618764.0
San Francisco,CA,2021-12-31,1386230.0
Detroit,MI,2021-12-31,228246.0
Riverside,CA,2021-12-31,534591.0
Phoenix,AZ,2021-12-31,432270.0
Seattle,WA,2021-12-31,722585.0
Minneapolis-St Paul,MN,2021-12-31,360307.0
San Diego,CA,2021-12-31,834608.0
St. Louis,MO,2021-12-31,227455.0
Tampa,FL,2021-12-31,326944.0
Baltimore,MD,2021-12-31,357859.0
Denver,CO,2021-12-31,589414.0
Pittsburgh,PA,2021-12-31,203683.0
Portland,OR,2021-12-31,544062.0
Charlotte,NC,2021-12-31,339176.0
Sacramento,CA,2021-12-31,577910.0
San Antonio,TX,2021-12-31,305357.0
Orlando,FL,2021-12-31,339945.0
Cincinnati,OH,2021-12-31,243078.0
Cleveland,OH,2021-12-31,204605.0
Kansas City,MO,2021-12-31,267085.0
Las Vegas,NV,2021-12-31,399311.0
Columbus,OH,2021-12-31,276772.0
Indianapolis,IN,2021-12-31,247538.0
San Jose,CA,2021-12-31,1539982.0
Austin,TX,2021-12-31,542884.0
Virginia Beach,VA,2021-12-31,306165.0
Nashville,TN,2021-12-31,394912.0
Providence,RI,2021-12-31,422595.0
Milwaukee,WI,2021-12-31,255483.0
Jacksonville,FL,2021-12-31,322599.0
Memphis,TN,2021-12-31,211133.0
Oklahoma City,OK,2021-12-31,199692.0
Louisville-Jefferson County,KY,2021-12-31,226437.0
Hartford,CT,2021-12-31,299398.0
Richmond,VA,2021-12-31,310174.0
New Orleans,LA,2021-12-31,254235.0
Buffalo,NY,2021-12-31,229513.0
Raleigh,NC,2021-12-31,399853.0
Birmingham,AL,2021-12-31,227239.0
Salt Lake City,UT,2021-12-31,555107.0
Rochester,NY,2021-12-31,202160.0
Grand Rapids,MI,2021-12-31,284588.0
Tucson,AZ,2021-12-31,313903.0
Urban Honolulu,HI,2021-12-31,876667.0
Tulsa,OK,2021-12-31,193078.0
Fresno,CA,2021-12-31,363580.0
Worcester,MA,2021-12-31,391180.0
Stamford,CT,2021-12-31,532807.0
Albuquerque,NM,2021-12-31,287102.0
Albany,NY,2021-12-31,258237.0
Omaha,NE,2021-12-31,254151.0
New Haven,CT,2021-12-31,307732.0
Bakersfield,CA,2021-12-31,314557.0
Knoxville,TN,2021-12-31,276309.0
Greenville,SC,2021-12-31,266866.0
Ventura,CA,2021-12-31,803972.0
Allentown,PA,2021-12-31,282239.0
El Paso,TX,2021-12-31,178786.0
Baton Rouge,LA,2021-12-31,216964.0
Dayton,OH,2021-12-31,178594.0
McAllen,TX,2021-12-31,155131.0
Columbia,SC,2021-12-31,211003.0
Greensboro,NC,2021-12-31,208752.0
Akron,OH,2021-12-31,193384.0
North Port-Sarasota-Bradenton,FL,2021-12-31,412278.0
Little Rock,AR,2021-12-31,183713.0
Stockton,CA,2021-12-31,524222.0
Charleston,SC,2021-12-31,368001.0
Syracuse,NY,2021-12-31,183913.0
Colorado Springs,CO,2021-12-31,459928.0
Winston-Salem,NC,2021-12-31,212144.0
Wichita,KS,2021-12-31,180417.0
Springfield,MA,2021-12-31,300569.0
Fort Myers,FL,2021-12-31,351784.0
Boise City,ID,2021-12-31,506968.0
Toledo,OH,2021-12-31,157385.0
Madison,WI,2021-12-31,352442.0
Lakeland,FL,2021-12-31,269060.0
Ogden,UT,2021-12-31,491370.0
Daytona Beach,FL,2021-12-31,309611.0
Des Moines,IA,2021-12-31,250194.0
Jackson,MS,2021-12-31,172840.0
Youngstown,OH,2021-12-31,136622.0
Augusta,GA,2021-12-31,201721.0
Scranton,PA,2021-12-31,162017.0
Harrisburg,PA,2021-12-31,239866.0
Melbourne,FL,2021-12-31,314314.0
Chattanooga,TN,2021-12-31,243608.0
Spokane,WA,2021-12-31,413971.0
Provo,UT,2021-12-31,542117.0
Lancaster,PA,2021-12-31,301632.0
Modesto,CA,2021-12-31,441642.0
Portland,ME,2021-12-31,443940.0
Durham,NC,2021-12-31,375381.0
Santa Rosa,CA,2021-12-31,775480.0
Lexington,KY,2021-12-31,245348.0
Lafayette,LA,2021-12-31,183061.0
Lansing,MI,2021-12-31,204845.0
Fayetteville,AR,2021-12-31,275508.0
Pensacola,FL,2021-12-31,263656.0
Visalia,CA,2021-12-31,312518.0
Shreveport,LA,2021-12-31,130439.0
Springfield,MO,2021-12-31,215494.0
York,PA,2021-12-31,243163.0
Corpus Christi,TX,2021-12-31,206144.0
Flint,MI,2021-12-31,166388.0
Reno,NV,2021-12-31,545358.0
Asheville,NC,2021-12-31,370013.0
Port St. Lucie,FL,2021-12-31,345169.0
Santa Maria-Santa Barbara,CA,2021-12-31,887697.0
Huntsville,AL,2021-12-31,273431.0
Fort Wayne,IN,2021-12-31,197153.0
Salinas,CA,2021-12-31,797902.0
Vallejo,CA,2021-12-31,592607.0
Mobile,AL,2021-12-31,169053.0
Reading,PA,2021-12-31,244576.0
Brownsville,TX,2021-12-31,150766.0
Killeen,TX,2021-12-31,225604.0
Canton,OH,2021-12-31,174213.0
Beaumont,TX,2021-12-31,151011.0
Manchester,NH,2021-12-31,416456.0
Salem,OR,2021-12-31,416968.0
Anchorage,AK,2021-12-31,325473.0
Davenport,IL,2021-12-31,155247.0
Peoria,IL,2021-12-31,133884.0
Myrtle Beach,SC,2021-12-31,294446.0
Montgomery,AL,2021-12-31,168406.0
Salisbury,DE,2021-12-31,353299.0
Gulfport,MS,2021-12-31,179112.0
Tallahassee,FL,2021-12-31,230184.0
Trenton,NJ,2021-12-31,327636.0
Fayetteville,NC,2021-12-31,172952.0
Hickory,NC,2021-12-31,206974.0
Huntington,WV,2021-12-31,119796.0
Eugene,OR,2021-12-31,433025.0
Rockford,IL,2021-12-31,155908.0
Savannah,GA,2021-12-31,257969.0
Ann Arbor,MI,2021-12-31,351059.0
Ocala,FL,2021-12-31,225471.0
Kalamazoo,MI,2021-12-31,225002.0
Naples,FL,2021-12-31,507307.0
South Bend,IN,2021-12-31,183814.0
Spartanburg,SC,2021-12-31,212123.0
Evansville,IN,2021-12-31,180887.0
Kingsport,TN,2021-12-31,168716.0
Roanoke,VA,2021-12-31,230237.0
Green Bay,WI,2021-12-31,235743.0
Lincoln,NE,2021-12-31,259878.0
Fort Collins,CO,2021-12-31,534010.0
Utica,NY,2021-12-31,174953.0
Columbus,GA,2021-12-31,155839.0
Boulder,CO,2021-12-31,743329.0
Lubbock,TX,2021-12-31,188359.0
Erie,PA,2021-12-31,166391.0
Fort Smith,AR,2021-12-31,134717.0
Duluth,MN,2021-12-31,212391.0
Atlantic City,NJ,2021-12-31,279637.0
New London,CT,2021-12-31,314958.0
San Luis Obispo,CA,2021-12-31,814706.0
Gainesville,FL,2021-12-31,255146.0
Santa Cruz,CA,2021-12-31,1167531.0
Clarksville,TN,2021-12-31,242222.0
Cedar Rapids,IA,2021-12-31,195524.0
Merced,CA,2021-12-31,389254.0
Wilmington,NC,2021-12-31,344682.0
Kennewick,WA,2021-12-31,398890.0
Greeley,CO,2021-12-31,490616.0
Waco,TX,2021-12-31,230388.0
Olympia,WA,2021-12-31,498405.0
Amarillo,TX,2021-12-31,184603.0
Binghamton,NY,2021-12-31,155107.0
Hagerstown,MD,2021-12-31,264912.0
Bremerton,WA,2021-12-31,547419.0
Laredo,TX,2021-12-31,178101.0
Lynchburg,VA,2021-12-31,230354.0
Yakima,WA,2021-12-31,317198.0
Crestview-Fort Walton Beach-Destin,FL,2021-12-31,394495.0
Topeka,KS,2021-12-31,166182.0
Macon-Bibb County,GA,2021-12-31,141817.0
Champaign-Urbana,IL,2021-12-31,174392.0
Tuscaloosa,AL,2021-12-31,202006.0
College Station,TX,2021-12-31,249626.0
Sioux Falls,SD,2021-12-31,284382.0
Charleston,WV,2021-12-31,118318.0
Appleton,WI,2021-12-31,243372.0
Chico,CA,2021-12-31,396333.0
Charlottesville,VA,2021-12-31,375576.0
Claremont,NH,2021-12-31,306190.0
Barnstable Town,MA,2021-12-31,637612.0
Longview,TX,2021-12-31,180773.0
Burlington,VT,2021-12-31,391982.0
Prescott,AZ,2021-12-31,469157.0
Springfield,IL,2021-12-31,153400.0
Tyler,TX,2021-12-31,221777.0
Las Cruces,NM,2021-12-31,232487.0
Fargo,ND,2021-12-31,265249.0
Houma,LA,2021-12-31,173033.0
Rochester,MN,2021-12-31,290936.0
Florence,SC,2021-12-31,151242.0
Medford,OR,2021-12-31,425412.0
Lafayette-West Lafayette,IN,2021-12-31,220063.0
Bellingham,WA,2021-12-31,592650.0
Lake Havasu City,AZ,2021-12-31,353199.0
Saginaw,MI,2021-12-31,136530.0
Lake Charles,LA,2021-12-31,208297.0
Johnson City,TN,2021-12-31,203491.0
Elkhart,IN,2021-12-31,216590.0
Yuma,AZ,2021-12-31,240281.0
Racine,WI,2021-12-31,198176.0
Athens,GA,2021-12-31,278016.0
Torrington,CT,2021-12-31,332623.0
St. Cloud,MN,2021-12-31,275829.0
Hilton Head Island,SC,2021-12-31,429036.0
Bloomington,IL,2021-12-31,184101.0
Hilo,HI,2021-12-31,519592.0
Panama City,FL,2021-12-31,306926.0
Kingston,NY,2021-12-31,358147.0
Daphne,AL,2021-12-31,306686.0
Gainesville,GA,2021-12-31,336152.0
Warner Robins,GA,2021-12-31,179258.0
Blacksburg,VA,2021-12-31,235449.0
Jacksonville,NC,2021-12-31,213615.0
Redding,CA,2021-12-31,365600.0
Monroe,LA,2021-12-31,158507.0
Joplin,MO,2021-12-31,162005.0
El Centro,CA,2021-12-31,307070.0
Terre Haute,IN,2021-12-31,117401.0
Muskegon,MI,2021-12-31,200068.0
East Stroudsburg,PA,2021-12-31,272663.0
Sioux City,IA,2021-12-31,170755.0
Greenville,NC,2021-12-31,192035.0
Waterloo,IA,2021-12-31,163596.0
Oshkosh,WI,2021-12-31,206309.0
Yuba City,CA,2021-12-31,417231.0
Abilene,TX,2021-12-31,170764.0
Columbia,MO,2021-12-31,248062.0
Dover,DE,2021-12-31,298686.0
Eau Claire,WI,2021-12-31,237089.0
Janesville,WI,2021-12-31,197917.0
Jackson,MI,2021-12-31,191114.0
Punta Gorda,FL,2021-12-31,333794.0
Bloomington,IN,2021-12-31,260958.0
Pueblo,CO,2021-12-31,285492.0
Billings,MT,2021-12-31,335043.0
Bowling Green,KY,2021-12-31,198954.0
Bend,OR,2021-12-31,658939.0
Albany,GA,2021-12-31,130370.0
Vineland,NJ,2021-12-31,203778.0
Niles,MI,2021-12-31,234640.0
Kahului,HI,2021-12-31,905660.0
Ottawa,IL,2021-12-31,140874.0
State College,PA,2021-12-31,290581.0
Bangor,ME,2021-12-31,223083.0
Alexandria,LA,2021-12-31,162312.0
Decatur,AL,2021-12-31,176128.0
Hanford,CA,2021-12-31,309515.0
Iowa City,IA,2021-12-31,259018.0
Rocky Mount,NC,2021-12-31,154136.0
Monroe,MI,2021-12-31,222456.0
Wichita Falls,TX,2021-12-31,137725.0
Burlington,NC,2021-12-31,231109.0
Madera,CA,2021-12-31,384014.0
Jefferson City,MO,2021-12-31,199177.0
Chambersburg,PA,2021-12-31,229952.0
Texarkana,TX,2021-12-31,134657.0
Elizabethtown,KY,2021-12-31,200648.0
Pottsville,PA,2021-12-31,120821.0
Wheeling,OH,2021-12-31,120979.0
Florence,AL,2021-12-31,150934.0
Grand Junction,CO,2021-12-31,366021.0
Concord,NH,2021-12-31,367150.0
Dothan,AL,2021-12-31,149267.0
Santa Fe,NM,2021-12-31,496102.0
Johnstown,PA,2021-12-31,98759.0
Traverse City,MI,2021-12-31,334015.0
Hattiesburg,MS,2021-12-31,166415.0
Dalton,GA,2021-12-31,185818.0
Midland,TX,2021-12-31,278290.0
Homosassa Springs,FL,2021-12-31,245577.0
Auburn,AL,2021-12-31,233446.0
Valdosta,GA,2021-12-31,162168.0
Coeur d'Alene,ID,2021-12-31,579081.0
Springfield,OH,2021-12-31,154575.0
St. George,UT,2021-12-31,525464.0
Vero Beach,FL,2021-12-31,331251.0
Odessa,TX,2021-12-31,194425.0
Napa,CA,2021-12-31,871065.0
Tupelo,MS,2021-12-31,142903.0
Battle Creek,MI,2021-12-31,161632.0
Jamestown,NY,2021-12-31,137218.0
Eureka,CA,2021-12-31,444143.0
Rapid City,SD,2021-12-31,305137.0
Flagstaff,AZ,2021-12-31,572290.0
Lumberton,NC,2021-12-31,95995.0
Wausau,WI,2021-12-31,209390.0
La Crosse,WI,2021-12-31,247217.0
Lebanon,PA,2021-12-31,241962.0
Idaho Falls,ID,2021-12-31,379003.0
Sierra Vista,AZ,2021-12-31,212521.0
Pittsfield,MA,2021-12-31,322780.0
Lawton,OK,2021-12-31,114045.0
Farmington,NM,2021-12-31,191775.0
Jackson,TN,2021-12-31,163513.0
Morgantown,WV,2021-12-31,197586.0
Glens Falls,NY,2021-12-31,236638.0
Winchester,VA,2021-12-31,312440.0
St. Joseph,MO,2021-12-31,147126.0
Altoona,PA,2021-12-31,140517.0
New Bern,NC,2021-12-31,199459.0
Carbondale,IL,2021-12-31,116012.0
London,KY,2021-12-31,122743.0
Logan,UT,2021-12-31,420368.0
Harrisonburg,VA,2021-12-31,268794.0
Beckley,WV,2021-12-31,91733.0
Mansfield,OH,2021-12-31,154340.0
Weirton,OH,2021-12-31,102829.0
Goldsboro,NC,2021-12-31,171008.0
Augusta,ME,2021-12-31,252223.0
Hammond,LA,2021-12-31,189148.0
Jonesboro,AR,2021-12-31,164733.0
Sherman,TX,2021-12-31,245522.0
Anniston,AL,2021-12-31,134980.0
Staunton,VA,2021-12-31,242128.0
Muncie,IN,2021-12-31,126821.0
Mount Vernon,WA,2021-12-31,554677.0
Albany,OR,2021-12-31,381378.0
Watertown,NY,2021-12-31,170321.0
Williamsport,PA,2021-12-31,193287.0
Cleveland,TN,2021-12-31,228451.0
Sheboygan,WI,2021-12-31,193866.0
Bismarck,ND,2021-12-31,305549.0
Owensboro,KY,2021-12-31,163820.0
Dunn,NC,2021-12-31,231192.0
Wooster,OH,2021-12-31,290646.0
Morristown,TN,2021-12-31,196920.0
Kankakee,IL,2021-12-31,175935.0
Brunswick,GA,2021-12-31,248221.0
Ogdensburg,NY,2021-12-31,106628.0
San Angelo,TX,2021-12-31,188820.0
Michigan City,IN,2021-12-31,198792.0
Holland,MI,2021-12-31,271240.0
Wenatchee,WA,2021-12-31,497478.0
Lawrence,KS,2021-12-31,276736.0
Decatur,IL,2021-12-31,107076.0
Missoula,MT,2021-12-31,541582.0
Salem,OH,2021-12-31,125823.0
Bay City,MI,2021-12-31,144060.0
Lewiston,ME,2021-12-31,265834.0
Roseburg,OR,2021-12-31,307187.0
Sumter,SC,2021-12-31,159088.0
Show Low,AZ,2021-12-31,348288.0
Meridian,MS,2021-12-31,101659.0
Bluefield,WV,2021-12-31,91957.0
Danville,VA,2021-12-31,147561.0
Lima,OH,2021-12-31,152273.0
Cookeville,TN,2021-12-31,221982.0
California-Lexington Park,MD,2021-12-31,370852.0
Gadsden,AL,2021-12-31,121319.0
Cumberland,MD,2021-12-31,117689.0
Longview,WA,2021-12-31,384639.0
Whitewater,WI,2021-12-31,296097.0
Fond du Lac,WI,2021-12-31,185027.0
Ithaca,NY,2021-12-31,261836.0
Ashtabula,OH,2021-12-31,138269.0
Gettysburg,PA,2021-12-31,262182.0
Pine Bluff,AR,2021-12-31,76094.0
Tullahoma,TN,2021-12-31,210244.0
Richmond,KY,2021-12-31,211377.0
Adrian,MI,2021-12-31,208657.0
Twin Falls,ID,2021-12-31,353719.0
Corning,NY,2021-12-31,135602.0
Sebring,FL,2021-12-31,202883.0
Truckee,CA,2021-12-31,652688.0
Paducah,KY,2021-12-31,133047.0
Grand Forks,ND,2021-12-31,234775.0
Shelby,NC,2021-12-31,188148.0
Fairbanks,AK,2021-12-31,196539.0
Ocean City,NJ,2021-12-31,576599.0
Mankato,MN,2021-12-31,252661.0
Rome,GA,2021-12-31,178458.0
Cape Girardeau,MO,2021-12-31,197188.0
Hot Springs,AR,2021-12-31,213299.0
Greenwood,SC,2021-12-31,148583.0
Sunbury,PA,2021-12-31,131882.0
Clarksburg,WV,2021-12-31,121423.0
Victoria,TX,2021-12-31,
Talladega,AL,2021-12-31,130882.0
Dubuque,IA,2021-12-31,221150.0
The Villages,FL,2021-12-31,
Albertville,AL,2021-12-31,174207.0
Manhattan,KS,2021-12-31,234579.0
Parkersburg,WV,2021-12-31,136622.0
New Philadelphia,OH,2021-12-31,162079.0
Orangeburg,SC,2021-12-31,109000.0
Cheyenne,WY,2021-12-31,343165.0
New Castle,PA,2021-12-31,137837.0
Brainerd,MN,2021-12-31,272748.0
Kalispell,MT,2021-12-31,617736.0
Sevierville,TN,2021-12-31,394989.0
Ames,IA,2021-12-31,228802.0
Bozeman,MT,2021-12-31,576924.0
Moses Lake,WA,2021-12-31,324998.0
Indiana,PA,2021-12-31,146674.0
Elmira,NY,2021-12-31,127781.0
Meadville,PA,2021-12-31,127241.0
Beaver Dam,WI,2021-12-31,214642.0
Pinehurst-Southern Pines,NC,2021-12-31,337858.0
Ukiah,CA,2021-12-31,525106.0
Hermiston-Pendleton,OR,2021-12-31,275007.0
Lufkin,TX,2021-12-31,149952.0
Zanesville,OH,2021-12-31,160263.0
Corvallis,OR,2021-12-31,491874.0
Bloomsburg,PA,2021-12-31,200155.0
Laurel,MS,2021-12-31,121820.0
Russellville,AR,2021-12-31,142874.0
Branson,MO,2021-12-31,241481.0
Watertown,WI,2021-12-31,279743.0
Midland,MI,2021-12-31,200136.0
Opelousas,LA,2021-12-31,135436.0
Pocatello,ID,2021-12-31,303862.0
Kokomo,IN,2021-12-31,148163.0
Grants Pass,OR,2021-12-31,412836.0
Huntsville,TX,2021-12-31,213591.0
Plattsburgh,NY,2021-12-31,168139.0
Grand Island,NE,2021-12-31,193319.0
DuBois,PA,2021-12-31,121389.0
Danville,IL,2021-12-31,77819.0
Manitowoc,WI,2021-12-31,169806.0
Great Falls,MT,2021-12-31,266491.0
Wilson,NC,2021-12-31,158744.0
Cullman,AL,2021-12-31,173798.0
Olean,NY,2021-12-31,107018.0
Auburn,NY,2021-12-31,166387.0
Portsmouth,OH,2021-12-31,101036.0
Athens,TX,2021-12-31,244169.0
Oak Harbor,WA,2021-12-31,608476.0
Chillicothe,OH,2021-12-31,157725.0
Hinesville,GA,2021-12-31,174842.0
Somerset,PA,2021-12-31,140318.0
Warsaw,IN,2021-12-31,235176.0
Stillwater,OK,2021-12-31,178605.0
Quincy,IL,2021-12-31,136314.0
Keene,NH,2021-12-31,287150.0
Sandusky,OH,2021-12-31,181120.0
Searcy,AR,2021-12-31,146889.0
Columbus,IN,2021-12-31,220364.0
Roanoke Rapids,NC,2021-12-31,88781.0
Centralia,WA,2021-12-31,351893.0
Casper,WY,2021-12-31,256029.0
Helena,MT,2021-12-31,400057.0
Findlay,OH,2021-12-31,191131.0
Wisconsin Rapids-Marshfield,WI,2021-12-31,160169.0
Palatka,FL,2021-12-31,177674.0
Seneca,SC,2021-12-31,239390.0
Mount Airy,NC,2021-12-31,159916.0
Glenwood Springs,CO,2021-12-31,739770.0
Key West,FL,2021-12-31,850504.0
Aberdeen,WA,2021-12-31,310601.0
Gallup,NM,2021-12-31,190988.0
Port Angeles,WA,2021-12-31,472370.0
Greenfield Town,MA,2021-12-31,288613.0
Muskogee,OK,2021-12-31,98470.0
Frankfort,KY,2021-12-31,186416.0
Owosso,MI,2021-12-31,154717.0
Mount Pleasant,MI,2021-12-31,174370.0
Statesboro,GA,2021-12-31,177836.0
Marion,IN,2021-12-31,104757.0
Stevens Point,WI,2021-12-31,219980.0
Minot,ND,2021-12-31,293179.0
Shawnee,OK,2021-12-31,126369.0
North Wilkesboro,NC,2021-12-31,172038.0
Richmond,IN,2021-12-31,122001.0
Greeneville,TN,2021-12-31,160770.0
Martinsville,VA,2021-12-31,96525.0
Forest City,NC,2021-12-31,181760.0
Lake City,FL,2021-12-31,203890.0
Kapaa,HI,2021-12-31,763581.0
Marquette,MI,2021-12-31,197378.0
LaGrange,GA,2021-12-31,172681.0
Marion,OH,2021-12-31,126646.0
Morehead City,NC,2021-12-31,378023.0
Klamath Falls,OR,2021-12-31,276769.0
Marinette,WI,2021-12-31,133661.0
Roswell,NM,2021-12-31,133163.0
Marshall,TX,2021-12-31,168314.0
Farmington,MO,2021-12-31,160722.0
Charleston,IL,2021-12-31,96486.0
Athens,OH,2021-12-31,163250.0
Hobbs,NM,2021-12-31,202954.0
Clearlake,CA,2021-12-31,336910.0
Nacogdoches,TX,2021-12-31,176314.0
Hutchinson,KS,2021-12-31,120214.0
Faribault,MN,2021-12-31,313063.0
Elizabeth City,NC,2021-12-31,204284.0
Ionia,MI,2021-12-31,207234.0
Alamogordo,NM,2021-12-31,160517.0
Red Bluff,CA,2021-12-31,322031.0
Hudson,NY,2021-12-31,352762.0
Somerset,KY,2021-12-31,175884.0
Coos Bay,OR,2021-12-31,335112.0
Walla Walla,WA,2021-12-31,375263.0
Sayre,PA,2021-12-31,174279.0
Oneonta,NY,2021-12-31,178083.0
Fort Madison,IA,2021-12-31,103252.0
Baraboo,WI,2021-12-31,242922.0
Marietta,OH,2021-12-31,159407.0
Salina,KS,2021-12-31,155330.0
Rutland,VT,2021-12-31,242205.0
Big Stone Gap,VA,2021-12-31,84724.0
Sturgis,MI,2021-12-31,172087.0
Rio Grande City,TX,2021-12-31,86459.0
Fremont,OH,2021-12-31,146932.0
Mount Vernon,OH,2021-12-31,196736.0
Lewiston,ID,2021-12-31,329710.0
Shelton,WA,2021-12-31,461626.0
Enid,OK,2021-12-31,100428.0
Jefferson,GA,2021-12-31,337953.0
Georgetown,SC,2021-12-31,315825.0
Laconia,NH,2021-12-31,403056.0
Batavia,NY,2021-12-31,170523.0
Oxford,NC,2021-12-31,239651.0
Columbus,MS,2021-12-31,137799.0
Norwalk,OH,2021-12-31,149632.0
Barre,VT,2021-12-31,301292.0
Kinston,NC,2021-12-31,112753.0
Sterling,IL,2021-12-31,113104.0
Palestine,TX,2021-12-31,134724.0
Dublin,GA,2021-12-31,128651.0
Vicksburg,MS,2021-12-31,146852.0
Point Pleasant,WV,2021-12-31,112292.0
Sanford,NC,2021-12-31,185492.0
Fergus Falls,MN,2021-12-31,290532.0
Tiffin,OH,2021-12-31,134230.0
Fairmont,WV,2021-12-31,127153.0
Crossville,TN,2021-12-31,248482.0
Picayune,MS,2021-12-31,165058.0
Gloversville,NY,2021-12-31,157036.0
Sonora,CA,2021-12-31,386698.0
Gaffney,SC,2021-12-31,108321.0
Carson City,NV,2021-12-31,477356.0
Calhoun,GA,2021-12-31,182448.0
Milledgeville,GA,2021-12-31,163414.0
Waycross,GA,2021-12-31,119354.0
Oil City,PA,2021-12-31,101480.0
Jasper,IN,2021-12-31,187744.0
Morgan City,LA,2021-12-31,132384.0
Eagle Pass,TX,2021-12-31,167789.0
Ontario,OR,2021-12-31,268072.0
Payson,AZ,2021-12-31,341887.0
McComb,MS,2021-12-31,117547.0
Rochelle,IL,2021-12-31,167292.0
Scottsboro,AL,2021-12-31,133478.0
Danville,KY,2021-12-31,143294.0
Ashland,OH,2021-12-31,173375.0
Natchez,MS,2021-12-31,107516.0
Greenville,OH,2021-12-31,169479.0
Galesburg,IL,2021-12-31,87154.0
Warrensburg,MO,2021-12-31,226721.0
Kearney,NE,2021-12-31,243322.0
Fort Polk South,LA,2021-12-31,110057.0
Fort Leonard Wood,MO,2021-12-31,174765.0
Glasgow,KY,2021-12-31,143210.0
Athens,TN,2021-12-31,169869.0
Edwards,CO,2021-12-31,1052037.0
Fernley,NV,2021-12-31,396652.0
Mason City,IA,2021-12-31,140614.0
Malone,NY,2021-12-31,134254.0
Winona,MN,2021-12-31,217046.0
Durango,CO,2021-12-31,597177.0
Platteville,WI,2021-12-31,163063.0
Boone,NC,2021-12-31,423688.0
Bartlesville,OK,2021-12-31,144170.0
Jacksonville,TX,2021-12-31,162197.0
Elko,NV,2021-12-31,334419.0
Rexburg,ID,2021-12-31,380409.0
St. Marys,GA,2021-12-31,227198.0
Ozark,AL,2021-12-31,113161.0
Amsterdam,NY,2021-12-31,142648.0
Enterprise,AL,2021-12-31,158906.0
Paris,TX,2021-12-31,143564.0
Kerrville,TX,2021-12-31,324290.0
New Castle,IN,2021-12-31,122307.0
Sidney,OH,2021-12-31,189490.0
Cortland,NY,2021-12-31,153613.0
Clinton,IA,2021-12-31,150545.0
Del Rio,TX,2021-12-31,153102.0
Clovis,NM,2021-12-31,178557.0
Norfolk,NE,2021-12-31,193355.0
Washington,NC,2021-12-31,175903.0
Corsicana,TX,2021-12-31,142539.0
Freeport,IL,2021-12-31,105409.0
Starkville,MS,2021-12-31,201467.0
Burlington,IA,2021-12-31,116112.0
Cadillac,MI,2021-12-31,153133.0
Ardmore,OK,2021-12-31,108530.0
Kendallville,IN,2021-12-31,175938.0
Nogales,AZ,2021-12-31,224732.0
Oxford,MS,2021-12-31,223072.0
Bogalusa,LA,2021-12-31,120262.0
Plymouth,IN,2021-12-31,192100.0
Gardnerville Ranchos,NV,2021-12-31,679145.0
Tahlequah,OK,2021-12-31,140252.0
Madisonville,KY,2021-12-31,106672.0
Cañon City,CO,2021-12-31,315493.0
Ruston,LA,2021-12-31,174919.0
Hillsdale,MI,2021-12-31,173010.0
Lewistown,PA,2021-12-31,131617.0
Rockingham,NC,2021-12-31,91018.0
Ponca City,OK,2021-12-31,76359.0
Blytheville,AR,2021-12-31,101319.0
Red Wing,MN,2021-12-31,293782.0
Shawano,WI,2021-12-31,193747.0
Cedar City,UT,2021-12-31,350432.0
Bedford,IN,2021-12-31,145171.0
Gillette,WY,2021-12-31,
Newport,OR,2021-12-31,459804.0
Wapakoneta,OH,2021-12-31,183366.0
Huntingdon,PA,2021-12-31,154248.0
Bellefontaine,OH,2021-12-31,178925.0
McAlester,OK,2021-12-31,103713.0
Blackfoot,ID,2021-12-31,312388.0
Moultrie,GA,2021-12-31,115116.0
Henderson,NC,2021-12-31,109238.0
Coldwater,MI,2021-12-31,153599.0
Harrison,AR,2021-12-31,148478.0
Rolla,MO,2021-12-31,174603.0
Shelbyville,TN,2021-12-31,243423.0
Duncan,OK,2021-12-31,101086.0
Marion,NC,2021-12-31,165441.0
Lewisburg,PA,2021-12-31,226381.0
Pullman,WA,2021-12-31,356987.0
Thomasville,GA,2021-12-31,170897.0
Bemidji,MN,2021-12-31,215641.0
Mount Sterling,KY,2021-12-31,134949.0
Ottumwa,IA,2021-12-31,99635.0
Pahrump,NV,2021-12-31,341513.0
Menomonie,WI,2021-12-31,214675.0
Selma,AL,2021-12-31,65377.0
Rock Springs,WY,2021-12-31,267950.0
Bucyrus,OH,2021-12-31,106391.0
Bradford,PA,2021-12-31,81620.0
Bardstown,KY,2021-12-31,212343.0
Cornelia,GA,2021-12-31,185280.0
Burley,ID,2021-12-31,261872.0
Greenwood,MS,2021-12-31,97198.0
Big Rapids,MI,2021-12-31,165217.0
Poplar Bluff,MO,2021-12-31,129856.0
Muscatine,IA,2021-12-31,157566.0
Alma,MI,2021-12-31,118352.0
Durant,OK,2021-12-31,144566.0
Seymour,IN,2021-12-31,172454.0
Douglas,GA,2021-12-31,131833.0
Willmar,MN,2021-12-31,222297.0
Auburn,IN,2021-12-31,188991.0
Sedalia,MO,2021-12-31,130241.0
Paragould,AR,2021-12-31,135081.0
Wilmington,OH,2021-12-31,172637.0
