Date,City,State,SizeRank,HVI,%Change_HVI
2015-07-31,Selinsgrove,PA,699,140953.0,0.33
2015-07-31,Pontiac,IL,711,101497.0,0.49
2015-07-31,Houghton,MI,714,106743.0,0.08
2015-07-31,Sault Ste. Marie,MI,716,96437.0,0.27
2015-07-31,Americus,GA,726,75199.0,0.51
2015-07-31,Easton,MD,727,294587.0,0.7
2015-07-31,North Platte,NE,728,124842.0,0.35
2015-07-31,Ada,OK,730,86818.0,0.63
2015-07-31,Murray,KY,733,114742.0,0.48
2015-07-31,Escanaba,MI,737,91366.0,0.26
2015-07-31,Canton,IL,737,65860.0,0.53
2015-07-31,Coshocton,OH,742,90287.0,0.46
2015-07-31,Logan,WV,744,77797.0,-0.02
2015-07-31,Vidalia,GA,750,83111.0,0.55
2015-07-31,Summit Park,UT,751,621075.0,0.51
2015-07-31,Laramie,WY,753,217428.0,-0.07
2015-07-31,Dixon,IL,757,92517.0,0.01
2015-07-31,Alexandria,MN,758,186409.0,0.69
2015-07-31,Coffeyville,KS,762,64276.0,0.52
2015-07-31,Susanville,CA,766,161496.0,-0.17
2015-07-31,Brookhaven,MS,767,95581.0,-0.61
2015-07-31,Taylorville,IL,769,71588.0,0.31
2015-07-31,Effingham,IL,772,123071.0,0.49
2015-07-31,Valley,AL,773,62121.0,0.17
2015-07-31,Emporia,KS,780,97424.0,0.21
2015-07-31,Taos,NM,785,193267.0,0.4
2015-07-31,Malvern,AR,786,85769.0,0.15
2015-07-31,Cambridge,MD,789,149076.0,-0.06
2015-07-31,Macomb,IL,790,66972.0,0.4
2015-07-31,Camden,AR,807,49410.0,0.61
2015-07-31,Jackson,WY,808,533947.0,0.5
2015-07-31,Iron Mountain,MI,813,98388.0,-0.0
2015-07-31,Lincoln,IL,814,86873.0,0.27
2015-07-31,Kirksville,MO,816,98072.0,0.34
2015-07-31,Alpena,MI,818,89003.0,0.14
2015-07-31,Las Vegas,NM,822,146641.0,0.54
2015-07-31,McPherson,KS,823,133341.0,0.78
2015-07-31,Sheridan,WY,824,248966.0,0.17
2015-07-31,Washington Court House,OH,825,96866.0,0.31
2015-07-31,Bennettsville,SC,826,34764.0,0.26
2015-07-31,Merrill,WI,828,111530.0,0.44
2015-07-31,Middlesborough,KY,830,47955.0,0.54
2015-07-31,Forrest City,AR,834,47820.0,0.09
2015-07-31,Breckenridge,CO,837,431514.0,1.04
2015-07-31,Bastrop,LA,838,54662.0,0.41
2015-07-31,Wauchula,FL,840,92433.0,0.69
2015-07-31,Weatherford,OK,843,120349.0,1.09
2015-07-31,Thomaston,GA,846,70383.0,0.47
2015-07-31,Boone,IA,851,124906.0,0.38
2015-07-31,Toccoa,GA,852,95700.0,0.45
2015-07-31,Summerville,GA,854,70106.0,0.42
2015-07-31,New Ulm,MN,856,128613.0,0.25
2015-07-31,Marshall,MN,857,127313.0,0.35
2015-07-31,Deming,NM,863,103935.0,0.02
2015-07-31,Magnolia,AR,866,75748.0,0.41
2015-07-31,Campbellsville,KY,867,91677.0,0.32
2015-07-31,Connersville,IN,868,71559.0,-0.09
2015-07-31,Cordele,GA,873,84083.0,0.73
2015-07-31,Maryville,MO,874,113848.0,0.47
2015-07-31,Marshall,MO,874,80681.0,-0.24
2015-07-31,Arkadelphia,AR,876,78551.0,0.86
2015-07-31,Wahpeton,ND,879,122378.0,0.53
2015-07-31,Oskaloosa,IA,885,104209.0,0.37
2015-07-31,Raymondville,TX,890,62513.0,1.02
2015-07-31,Dumas,TX,893,96168.0,0.8
2015-07-31,Helena,AR,894,28460.0,0.19
2015-07-31,Worthington,MN,898,109874.0,0.62
2015-07-31,Storm Lake,IA,908,103276.0,0.39
2015-07-31,Woodward,OK,909,90805.0,0.6
2015-07-31,Portales,NM,910,80833.0,0.33
2015-07-31,Hereford,TX,911,69517.0,0.84
2015-07-31,Othello,WA,913,134677.0,0.97
2015-07-31,Los Alamos,NM,914,261988.0,0.1
2015-07-31,Atchison,KS,918,81281.0,-0.01
2015-07-31,Fairfield,IA,920,106688.0,0.48
2015-07-31,Spencer,IA,921,114224.0,0.12
2015-07-31,Sweetwater,TX,925,64108.0,0.74
2015-07-31,Andrews,TX,926,120739.0,0.78
2015-07-31,Zapata,TX,927,76308.0,0.28
2015-07-31,Ketchikan,AK,933,281765.0,0.4
2015-08-31,New York,NY,1,415675.0,0.09
2015-08-31,Los Angeles-Long Beach-Anaheim,CA,2,544217.0,0.26
2015-08-31,Chicago,IL,3,208687.0,-0.08
2015-08-31,Dallas-Fort Worth,TX,4,189380.0,0.63
2015-08-31,Philadelphia,PA,5,217582.0,0.12
2015-08-31,Houston,TX,6,190247.0,0.25
2015-08-31,Washington,DC,7,384286.0,-0.11
2015-08-31,Miami-Fort Lauderdale,FL,8,237061.0,0.51
2015-08-31,Atlanta,GA,9,181059.0,0.43
2015-08-31,Boston,MA,10,408464.0,0.39
2015-08-31,San Francisco,CA,11,872751.0,1.15
2015-08-31,Detroit,MI,12,134869.0,0.25
2015-08-31,Riverside,CA,13,302271.0,0.49
2015-08-31,Phoenix,AZ,14,214524.0,0.65
2015-08-31,Seattle,WA,15,365119.0,0.86
2015-08-31,Minneapolis-St Paul,MN,16,233355.0,0.08
2015-08-31,San Diego,CA,17,479789.0,0.16
2015-08-31,St. Louis,MO,18,153715.0,0.27
2015-08-31,Tampa,FL,19,162073.0,0.62
2015-08-31,Baltimore,MD,20,269949.0,-0.17
2015-08-31,Denver,CO,21,330198.0,1.0
2015-08-31,Pittsburgh,PA,22,136055.0,0.26
2015-08-31,Portland,OR,23,319708.0,1.0
2015-08-31,Charlotte,NC,24,178881.0,0.79
2015-08-31,Sacramento,CA,25,326323.0,0.05
2015-08-31,San Antonio,TX,26,189363.0,0.82
2015-08-31,Orlando,FL,27,188215.0,0.62
2015-08-31,Cincinnati,OH,28,148365.0,0.41
2015-08-31,Cleveland,OH,29,128556.0,0.15
2015-08-31,Kansas City,MO,30,158744.0,0.39
2015-08-31,Las Vegas,NV,31,207246.0,0.38
2015-08-31,Columbus,OH,32,162577.0,0.42
2015-08-31,Indianapolis,IN,33,144356.0,0.05
2015-08-31,San Jose,CA,34,955624.0,0.49
2015-08-31,Austin,TX,35,270493.0,0.69
2015-08-31,Virginia Beach,VA,36,225103.0,0.1
2015-08-31,Nashville,TN,37,205919.0,0.61
2015-08-31,Providence,RI,38,260763.0,0.25
2015-08-31,Milwaukee,WI,39,162306.0,0.06
2015-08-31,Jacksonville,FL,40,178771.0,0.57
2015-08-31,Memphis,TN,41,123484.0,0.17
2015-08-31,Oklahoma City,OK,42,141695.0,0.13
2015-08-31,Louisville-Jefferson County,KY,43,145785.0,0.25
2015-08-31,Hartford,CT,44,225866.0,-0.11
2015-08-31,Richmond,VA,45,208480.0,0.02
2015-08-31,New Orleans,LA,46,185972.0,0.22
2015-08-31,Buffalo,NY,47,139347.0,0.35
2015-08-31,Raleigh,NC,48,227689.0,0.49
2015-08-31,Birmingham,AL,49,147463.0,0.35
2015-08-31,Salt Lake City,UT,50,276230.0,0.92
2015-08-31,Grand Rapids,MI,52,159455.0,0.42
2015-08-31,Tucson,AZ,53,170981.0,-0.27
2015-08-31,Urban Honolulu,HI,54,631865.0,0.12
2015-08-31,Tulsa,OK,55,131880.0,0.17
2015-08-31,Fresno,CA,56,209105.0,0.46
2015-08-31,Worcester,MA,57,243463.0,0.25
2015-08-31,Stamford,CT,58,410441.0,0.1
2015-08-31,Albuquerque,NM,59,181625.0,0.33
2015-08-31,Albany,NY,60,182877.0,0.18
2015-08-31,Omaha,NE,61,162263.0,0.36
2015-08-31,New Haven,CT,62,215785.0,-0.41
2015-08-31,Bakersfield,CA,63,193741.0,-0.03
2015-08-31,Knoxville,TN,64,155187.0,0.26
2015-08-31,Greenville,SC,65,162939.0,0.65
2015-08-31,Ventura,CA,66,522881.0,0.3
2015-08-31,Allentown,PA,67,185662.0,-0.1
2015-08-31,El Paso,TX,68,123913.0,-0.07
2015-08-31,Baton Rouge,LA,69,175591.0,0.08
2015-08-31,Dayton,OH,70,106478.0,-0.16
2015-08-31,McAllen,TX,71,99497.0,0.48
2015-08-31,Columbia,SC,72,138443.0,0.23
2015-08-31,Greensboro,NC,73,127339.0,0.16
2015-08-31,Akron,OH,74,126533.0,0.31
2015-08-31,North Port-Sarasota-Bradenton,FL,75,237126.0,1.19
2015-08-31,Little Rock,AR,76,139494.0,0.17
2015-08-31,Stockton,CA,77,273080.0,0.57
2015-08-31,Charleston,SC,78,227315.0,0.38
2015-08-31,Syracuse,NY,79,127687.0,0.12
2015-08-31,Colorado Springs,CO,80,232799.0,0.15
2015-08-31,Winston-Salem,NC,81,128872.0,0.22
2015-08-31,Wichita,KS,82,123101.0,0.16
2015-08-31,Springfield,MA,83,206115.0,0.13
2015-08-31,Fort Myers,FL,84,206563.0,1.14
2015-08-31,Boise City,ID,85,202741.0,0.41
2015-08-31,Madison,WI,87,228486.0,0.26
2015-08-31,Lakeland,FL,88,138650.0,0.35
2015-08-31,Ogden,UT,89,225399.0,0.94
2015-08-31,Daytona Beach,FL,90,163292.0,0.76
2015-08-31,Des Moines,IA,91,173362.0,0.48
2015-08-31,Jackson,MS,92,126097.0,0.4
2015-08-31,Youngstown,OH,93,82802.0,0.46
2015-08-31,Augusta,GA,94,130965.0,0.43
2015-08-31,Scranton,PA,95,107639.0,-0.25
2015-08-31,Harrisburg,PA,96,169579.0,0.0
2015-08-31,Melbourne,FL,97,162148.0,0.52
2015-08-31,Spokane,WA,99,186402.0,0.8
2015-08-31,Provo,UT,100,271520.0,0.93
2015-08-31,Modesto,CA,102,242527.0,0.7
2015-08-31,Portland,ME,103,255411.0,0.38
2015-08-31,Durham,NC,104,212292.0,0.45
2015-08-31,Santa Rosa,CA,105,534603.0,0.42
2015-08-31,Lexington,KY,106,161659.0,0.19
2015-08-31,Lafayette,LA,107,148336.0,0.21
2015-08-31,Lansing,MI,108,129651.0,0.18
2015-08-31,Fayetteville,AR,109,155073.0,0.44
2015-08-31,Pensacola,FL,110,147031.0,0.23
2015-08-31,Visalia,CA,111,177658.0,-0.43
2015-08-31,Shreveport,LA,112,112290.0,-0.18
2015-08-31,Springfield,MO,113,127475.0,0.13
2015-08-31,York,PA,114,166304.0,-0.0
2015-08-31,Corpus Christi,TX,115,148646.0,0.32
2015-08-31,Flint,MI,116,95512.0,0.83
2015-08-31,Reno,NV,117,279922.0,0.84
2015-08-31,Asheville,NC,118,211565.0,0.46
2015-08-31,Santa Maria-Santa Barbara,CA,120,567341.0,-0.28
2015-08-31,Huntsville,AL,121,162116.0,-0.07
2015-08-31,Fort Wayne,IN,122,116837.0,0.25
2015-08-31,Salinas,CA,123,470495.0,0.35
2015-08-31,Vallejo,CA,124,345392.0,0.11
2015-08-31,Mobile,AL,125,108615.0,0.06
2015-08-31,Reading,PA,126,160139.0,-0.03
2015-08-31,Brownsville,TX,127,99912.0,-0.23
2015-08-31,Killeen,TX,128,133721.0,-0.04
2015-08-31,Canton,OH,129,110975.0,0.62
2015-08-31,Beaumont,TX,130,114713.0,0.3
2015-08-31,Manchester,NH,131,251442.0,0.16
2015-08-31,Salem,OR,132,213686.0,0.64
2015-08-31,Davenport,IL,134,120050.0,-0.08
2015-08-31,Peoria,IL,135,116973.0,0.04
2015-08-31,Myrtle Beach,SC,136,180739.0,0.03
2015-08-31,Montgomery,AL,137,127783.0,-0.06
2015-08-31,Salisbury,DE,138,237885.0,-0.38
2015-08-31,Gulfport,MS,139,120388.0,0.2
2015-08-31,Tallahassee,FL,140,148191.0,0.37
2015-08-31,Trenton,NJ,141,237338.0,-0.03
2015-08-31,Fayetteville,NC,142,121927.0,-0.39
2015-08-31,Huntington,WV,144,90257.0,0.2
2015-08-31,Eugene,OR,145,230476.0,0.72
2015-08-31,Savannah,GA,147,170078.0,0.46
2015-08-31,Ann Arbor,MI,148,239360.0,0.41
2015-08-31,Ocala,FL,149,119241.0,0.16
2015-08-31,Kalamazoo,MI,150,138307.0,0.31
2015-08-31,Naples,FL,151,325850.0,1.05
2015-08-31,South Bend,IN,152,106984.0,0.21
2015-08-31,Spartanburg,SC,153,121863.0,0.06
2015-08-31,Evansville,IN,154,119324.0,0.15
2015-08-31,Kingsport,TN,155,112031.0,0.14
2015-08-31,Roanoke,VA,156,161876.0,0.32
2015-08-31,Green Bay,WI,157,145402.0,-0.4
2015-08-31,Lincoln,NE,158,167709.0,0.59
2015-08-31,Fort Collins,CO,159,316604.0,0.7
2015-08-31,Utica,NY,160,113004.0,0.33
2015-08-31,Columbus,GA,161,111568.0,-0.13
2015-08-31,Boulder,CO,162,436837.0,1.22
2015-08-31,Fort Smith,AR,165,96238.0,0.24
2015-08-31,Duluth,MN,166,141827.0,0.35
2015-08-31,Atlantic City,NJ,167,191430.0,-0.66
2015-08-31,New London,CT,168,225850.0,0.3
2015-08-31,San Luis Obispo,CA,169,529593.0,0.54
2015-08-31,Gainesville,FL,170,156654.0,0.42
2015-08-31,Santa Cruz,CA,171,707816.0,0.75
2015-08-31,Clarksville,TN,172,149539.0,-0.0
2015-08-31,Cedar Rapids,IA,173,143837.0,0.14
2015-08-31,Merced,CA,174,200291.0,0.74
2015-08-31,Wilmington,NC,175,212530.0,0.19
2015-08-31,Kennewick,WA,176,201095.0,0.99
2015-08-31,Greeley,CO,177,277181.0,0.97
2015-08-31,Olympia,WA,179,243306.0,0.6
2015-08-31,Amarillo,TX,180,128262.0,0.16
2015-08-31,Binghamton,NY,181,109961.0,0.29
2015-08-31,Hagerstown,MD,182,174355.0,0.23
2015-08-31,Bremerton,WA,183,269719.0,0.74
2015-08-31,Lynchburg,VA,185,158422.0,0.59
2015-08-31,Yakima,WA,186,163819.0,0.52
2015-08-31,Crestview-Fort Walton Beach-Destin,FL,187,229406.0,0.44
2015-08-31,Topeka,KS,188,113425.0,0.24
2015-08-31,Macon-Bibb County,GA,189,90598.0,0.17
2015-08-31,Champaign-Urbana,IL,190,136909.0,0.21
2015-08-31,Tuscaloosa,AL,191,149162.0,0.24
2015-08-31,Sioux Falls,SD,193,184243.0,0.66
2015-08-31,Appleton,WI,195,153576.0,-0.26
2015-08-31,Chico,CA,196,239185.0,-0.03
2015-08-31,Charlottesville,VA,197,273724.0,0.17
2015-08-31,Claremont,NH,198,193591.0,0.04
2015-08-31,Barnstable Town,MA,199,382886.0,-0.03
2015-08-31,Burlington,VT,201,269098.0,0.06
2015-08-31,Prescott,AZ,202,238625.0,-0.0
2015-08-31,Las Cruces,NM,205,167927.0,0.43
2015-08-31,Rochester,MN,208,181513.0,0.35
2015-08-31,Florence,SC,209,110586.0,0.18
2015-08-31,Medford,OR,210,253355.0,0.5
2015-08-31,Lafayette-West Lafayette,IN,211,133524.0,0.05
2015-08-31,Bellingham,WA,212,292154.0,0.02
2015-08-31,Lake Havasu City,AZ,213,173335.0,0.73
2015-08-31,Saginaw,MI,214,79792.0,0.87
2015-08-31,Elkhart,IN,217,130053.0,0.73
2015-08-31,Yuma,AZ,218,138586.0,0.94
2015-08-31,Racine,WI,219,119514.0,-0.16
2015-08-31,Athens,GA,220,157947.0,0.16
2015-08-31,Torrington,CT,221,233316.0,0.15
2015-08-31,St. Cloud,MN,222,175023.0,-0.02
2015-08-31,Hilton Head Island,SC,223,281279.0,0.18
2015-08-31,Bloomington,IL,224,151373.0,0.04
2015-08-31,Panama City,FL,226,186628.0,0.25
2015-08-31,Kingston,NY,227,206947.0,-0.34
2015-08-31,Daphne,AL,228,177029.0,0.42
2015-08-31,Gainesville,GA,229,182397.0,0.6
2015-08-31,Jacksonville,NC,232,146859.0,0.04
2015-08-31,Redding,CA,233,208895.0,0.35
2015-08-31,Monroe,LA,234,126973.0,0.35
2015-08-31,El Centro,CA,236,179970.0,-1.2
2015-08-31,Muskegon,MI,238,101444.0,0.38
2015-08-31,Waterloo,IA,242,133076.0,0.03
2015-08-31,Oshkosh,WI,243,128701.0,0.39
2015-08-31,Yuba City,CA,244,218486.0,-0.15
2015-08-31,Abilene,TX,245,112928.0,-0.29
2015-08-31,Columbia,MO,246,177257.0,0.18
2015-08-31,Dover,DE,247,202584.0,0.22
2015-08-31,Eau Claire,WI,248,142160.0,0.46
2015-08-31,Janesville,WI,249,113352.0,-0.66
2015-08-31,Jackson,MI,250,113287.0,0.71
2015-08-31,Punta Gorda,FL,251,174266.0,1.21
2015-08-31,Bloomington,IN,252,161356.0,0.24
2015-08-31,Pueblo,CO,253,133491.0,0.67
2015-08-31,Billings,MT,254,248300.0,0.08
2015-08-31,Bend,OR,256,322765.0,1.26
2015-08-31,Vineland,NJ,258,130550.0,0.41
2015-08-31,Niles,MI,259,150749.0,-1.33
2015-08-31,State College,PA,262,217597.0,0.17
2015-08-31,Alexandria,LA,264,145476.0,0.41
2015-08-31,Decatur,AL,265,115184.0,-0.07
2015-08-31,Hanford,CA,266,185377.0,0.25
2015-08-31,Iowa City,IA,267,204315.0,0.08
2015-08-31,Rocky Mount,NC,268,100223.0,-0.04
2015-08-31,Monroe,MI,269,150993.0,0.84
2015-08-31,Jefferson City,MO,273,135202.0,0.86
2015-08-31,Chambersburg,PA,274,164362.0,-0.11
2015-08-31,Elizabethtown,KY,276,132040.0,-1.07
2015-08-31,Pottsville,PA,277,75410.0,0.11
2015-08-31,Wheeling,OH,278,81714.0,0.46
2015-08-31,Florence,AL,279,103757.0,-0.24
2015-08-31,Grand Junction,CO,280,202438.0,0.55
2015-08-31,Concord,NH,281,219415.0,0.0
2015-08-31,Dothan,AL,282,113222.0,0.03
2015-08-31,Santa Fe,NM,283,315423.0,0.39
2015-08-31,Johnstown,PA,284,77626.0,-0.11
2015-08-31,Traverse City,MI,285,190899.0,0.34
2015-08-31,Hattiesburg,MS,286,129715.0,0.25
2015-08-31,Dalton,GA,287,114868.0,0.25
2015-08-31,Midland,TX,288,217911.0,0.3
2015-08-31,Homosassa Springs,FL,289,120519.0,0.42
2015-08-31,Coeur d'Alene,ID,292,238762.0,0.78
2015-08-31,Springfield,OH,293,96802.0,0.23
2015-08-31,St. George,UT,294,256194.0,-0.0
2015-08-31,Vero Beach,FL,295,178714.0,1.08
2015-08-31,Napa,CA,297,577217.0,0.55
2015-08-31,Tupelo,MS,298,108924.0,0.41
2015-08-31,Battle Creek,MI,299,98739.0,0.32
2015-08-31,Jamestown,NY,300,88921.0,0.75
2015-08-31,Eureka,CA,301,272296.0,0.57
2015-08-31,Flagstaff,AZ,303,302820.0,0.16
2015-08-31,Wausau,WI,305,139271.0,0.09
2015-08-31,La Crosse,WI,306,161951.0,0.16
2015-08-31,Lebanon,PA,307,166737.0,0.04
2015-08-31,Idaho Falls,ID,308,167434.0,0.72
2015-08-31,Pittsfield,MA,310,217174.0,0.38
2015-08-31,Farmington,NM,312,116421.0,-0.1
2015-08-31,Jackson,TN,313,100583.0,0.36
2015-08-31,Glens Falls,NY,315,174402.0,0.21
2015-08-31,Winchester,VA,316,210791.0,-0.01
2015-08-31,Altoona,PA,318,103480.0,0.37
2015-08-31,Carbondale,IL,320,92791.0,-0.51
2015-08-31,Mansfield,OH,325,92291.0,-0.22
2015-08-31,Augusta,ME,328,148712.0,0.18
2015-08-31,Sherman,TX,331,127953.0,1.03
2015-08-31,Muncie,IN,334,78624.0,0.44
2015-08-31,Mount Vernon,WA,335,266376.0,0.65
2015-08-31,Albany,OR,336,187386.0,-0.23
2015-08-31,Watertown,NY,337,137400.0,-0.04
2015-08-31,Cleveland,TN,339,140121.0,0.41
2015-08-31,Sheboygan,WI,340,116074.0,0.01
2015-08-31,Bismarck,ND,341,269295.0,0.1
2015-08-31,Dunn,NC,343,149696.0,0.09
2015-08-31,Morristown,TN,345,126467.0,0.68
2015-08-31,Kankakee,IL,346,129188.0,0.08
2015-08-31,Ogdensburg,NY,348,74004.0,0.1
2015-08-31,Holland,MI,351,159444.0,0.5
2015-08-31,Wenatchee,WA,352,265032.0,0.69
2015-08-31,Decatur,IL,354,87108.0,-0.01
2015-08-31,Missoula,MT,355,278395.0,0.03
2015-08-31,Roseburg,OR,359,168958.0,0.1
2015-08-31,Show Low,AZ,361,177476.0,0.62
2015-08-31,Bluefield,WV,363,71315.0,0.21
2015-08-31,Lima,OH,365,94439.0,0.09
2015-08-31,Cookeville,TN,366,124848.0,0.19
2015-08-31,California-Lexington Park,MD,367,275448.0,0.14
2015-08-31,Gadsden,AL,368,79587.0,-0.22
2015-08-31,Cumberland,MD,369,87249.0,-1.92
2015-08-31,Whitewater,WI,371,184278.0,-0.16
2015-08-31,Fond du Lac,WI,372,123830.0,-0.25
2015-08-31,Ithaca,NY,373,210565.0,0.62
2015-08-31,Tullahoma,TN,377,121417.0,1.13
2015-08-31,Richmond,KY,378,135417.0,0.11
2015-08-31,Adrian,MI,379,125039.0,0.69
2015-08-31,Corning,NY,381,100116.0,0.07
2015-08-31,Sebring,FL,382,105315.0,0.74
2015-08-31,Truckee,CA,383,384344.0,0.47
2015-08-31,Fairbanks,AK,387,159913.0,-0.06
2015-08-31,Ocean City,NJ,388,354461.0,0.44
2015-08-31,Rome,GA,390,101273.0,0.3
2015-08-31,Hot Springs,AR,392,130477.0,0.74
2015-08-31,Greenwood,SC,393,97078.0,0.33
2015-08-31,Clarksburg,WV,395,88432.0,0.24
2015-08-31,Albertville,AL,400,106036.0,0.01
2015-08-31,Cheyenne,WY,405,240910.0,1.17
2015-08-31,Brainerd,MN,407,164397.0,0.0
2015-08-31,Kalispell,MT,408,285880.0,0.38
2015-08-31,Sevierville,TN,409,183699.0,-0.32
2015-08-31,Elmira,NY,414,95084.0,-0.42
2015-08-31,Pinehurst-Southern Pines,NC,417,214365.0,0.01
2015-08-31,Ukiah,CA,418,363533.0,0.08
2015-08-31,Lufkin,TX,420,99985.0,0.62
2015-08-31,Corvallis,OR,422,289989.0,0.62
2015-08-31,Watertown,WI,427,175400.0,-0.45
2015-08-31,Midland,MI,428,132428.0,-0.05
2015-08-31,Pocatello,ID,430,141882.0,0.8
2015-08-31,Danville,IL,437,61937.0,0.09
2015-08-31,Great Falls,MT,439,176004.0,0.51
2015-08-31,Olean,NY,442,80257.0,-0.59
2015-08-31,Oak Harbor,WA,446,313047.0,0.6
2015-08-31,Hinesville,GA,448,123131.0,0.46
2015-08-31,Warsaw,IN,450,152194.0,0.07
2015-08-31,Quincy,IL,452,100147.0,0.34
2015-08-31,Sandusky,OH,454,124602.0,0.03
2015-08-31,Columbus,IN,456,145979.0,0.38
2015-08-31,Roanoke Rapids,NC,457,65773.0,0.02
2015-08-31,Casper,WY,459,225617.0,0.21
2015-08-31,Findlay,OH,461,129377.0,-0.29
2015-08-31,Seneca,SC,464,145009.0,0.03
2015-08-31,Glenwood Springs,CO,466,465703.0,0.47
2015-08-31,Aberdeen,WA,468,131453.0,0.67
2015-08-31,Greenfield Town,MA,471,207399.0,-0.54
2015-08-31,Mount Pleasant,MI,476,116156.0,0.29
2015-08-31,Statesboro,GA,477,126576.0,0.34
2015-08-31,Minot,ND,480,277329.0,0.1
2015-08-31,Shawnee,OK,481,92137.0,0.39
2015-08-31,Richmond,IN,483,91633.0,0.14
2015-08-31,Martinsville,VA,485,75772.0,-0.02
2015-08-31,LaGrange,GA,490,131209.0,0.44
2015-08-31,Morehead City,NC,492,247794.0,0.11
2015-08-31,Marinette,WI,494,90057.0,0.25
2015-08-31,Roswell,NM,495,87164.0,0.26
2015-08-31,Marshall,TX,496,130018.0,0.58
2015-08-31,Hobbs,NM,500,151738.0,0.18
2015-08-31,Faribault,MN,504,181334.0,-0.11
2015-08-31,Somerset,KY,510,120049.0,0.48
2015-08-31,Walla Walla,WA,512,199429.0,0.72
2015-08-31,Fort Madison,IA,515,79808.0,0.15
2015-08-31,Big Stone Gap,VA,520,68644.0,0.24
2015-08-31,Enid,OK,528,78684.0,0.47
2015-08-31,Georgetown,SC,530,205200.0,0.31
2015-08-31,Laconia,NH,531,219750.0,0.12
2015-08-31,Sterling,IL,538,90744.0,0.2
2015-08-31,Dublin,GA,540,84932.0,0.44
2015-08-31,Fergus Falls,MN,544,192567.0,0.26
2015-08-31,Fairmont,WV,546,92845.0,0.2
2015-08-31,Picayune,MS,548,129634.0,0.17
2015-08-31,Gloversville,NY,549,99654.0,0.38
2015-08-31,Carson City,NV,552,222487.0,0.77
2015-08-31,McComb,MS,563,93081.0,0.3
2015-08-31,Rochelle,IL,564,125056.0,0.03
2015-08-31,Scottsboro,AL,565,95382.0,0.14
2015-08-31,Danville,KY,566,101455.0,0.26
2015-08-31,Greenville,OH,569,121608.0,0.48
2015-08-31,Glasgow,KY,575,98083.0,0.42
2015-08-31,Edwards,CO,577,632224.0,1.27
2015-08-31,Fernley,NV,578,181032.0,1.04
2015-08-31,Elko,NV,588,223279.0,0.95
2015-08-31,Rexburg,ID,589,203722.0,0.62
2015-08-31,Cortland,NY,598,107439.0,0.5
2015-08-31,Freeport,IL,605,87158.0,-1.93
2015-08-31,Burlington,IA,607,91803.0,0.27
2015-08-31,Cadillac,MI,608,95398.0,0.17
2015-08-31,Ardmore,OK,609,80248.0,0.53
2015-08-31,Oxford,MS,612,170168.0,-0.0
2015-08-31,Bogalusa,LA,613,101195.0,0.46
2015-08-31,Gardnerville Ranchos,NV,615,338275.0,0.48
2015-08-31,Tahlequah,OK,616,104955.0,0.37
2015-08-31,Ruston,LA,619,135428.0,0.37
2015-08-31,Hillsdale,MI,620,109659.0,0.49
2015-08-31,Ponca City,OK,623,59377.0,0.3
2015-08-31,Blytheville,AR,624,74670.0,0.11
2015-08-31,Newport,OR,630,243046.0,0.03
2015-08-31,McAlester,OK,634,80268.0,0.18
2015-08-31,Moultrie,GA,636,76473.0,0.43
2015-08-31,Thomasville,GA,647,117912.0,0.4
2015-08-31,Bemidji,MN,648,144861.0,0.37
2015-08-31,Mount Sterling,KY,649,95114.0,0.25
2015-08-31,Selma,AL,653,52744.0,0.25
2015-08-31,Rock Springs,WY,654,209085.0,0.21
2015-08-31,Cornelia,GA,658,118250.0,0.49
2015-08-31,Burley,ID,659,136876.0,0.8
2015-08-31,Muscatine,IA,663,121410.0,0.34
2015-08-31,Alma,MI,664,74708.0,0.58
2015-08-31,Douglas,GA,667,89999.0,0.2
2015-08-31,Willmar,MN,668,156428.0,0.3
2015-08-31,Auburn,IN,669,112158.0,0.24
2015-08-31,Sedalia,MO,670,72635.0,-0.07
2015-08-31,El Dorado,AR,675,66584.0,0.2
2015-08-31,Mountain Home,AR,677,119935.0,0.22
2015-08-31,El Campo,TX,680,120575.0,0.5
2015-08-31,Jacksonville,IL,683,82699.0,0.18
2015-08-31,Sandpoint,ID,684,272560.0,0.34
2015-08-31,Alice,TX,685,88004.0,0.81
2015-08-31,Marshalltown,IA,688,101084.0,0.06
2015-08-31,Espa±ola,NM,692,154873.0,-0.07
2015-08-31,Riverton,WY,693,195212.0,0.11
2015-08-31,Tifton,GA,694,108840.0,0.48
2015-08-31,McMinnville,TN,698,89399.0,0.34
2015-08-31,Selinsgrove,PA,699,141278.0,0.23
2015-08-31,Pontiac,IL,711,101953.0,0.45
2015-08-31,Houghton,MI,714,106997.0,0.24
2015-08-31,Sault Ste. Marie,MI,716,95404.0,-1.07
2015-08-31,Americus,GA,726,75494.0,0.39
2015-08-31,Easton,MD,727,294538.0,-0.02
2015-08-31,North Platte,NE,728,125259.0,0.33
2015-08-31,Ada,OK,730,87354.0,0.62
2015-08-31,Murray,KY,733,115145.0,0.35
2015-08-31,Escanaba,MI,737,91751.0,0.42
2015-08-31,Canton,IL,737,66105.0,0.37
2015-08-31,Coshocton,OH,742,90608.0,0.36
2015-08-31,Logan,WV,744,77817.0,0.03
2015-08-31,Vidalia,GA,750,83425.0,0.38
2015-08-31,Summit Park,UT,751,622858.0,0.29
2015-08-31,Laramie,WY,753,217674.0,0.11
