Date,City,State,Avg_List_Price,%Change_LP,Avg_Sale_Price,%Change_SP,HVI,%Change_HVI,Avg_Rent,%Change_Rent
2021-06-30,Philadelphia,PA,345963.0,1.76,288500.0,3.63,298084.0,1.66,1672.0,1.33
2021-06-30,Houston,TX,365748.0,2.52,300665.0,2.5,253654.0,2.13,1446.0,2.26
2021-06-30,Washington,DC,540539.0,1.05,495333.0,3.12,509299.0,1.35,2048.0,1.99
2021-06-30,Miami-Fort Lauderdale,FL,464076.0,0.0,356450.0,1.65,348453.0,1.83,2219.0,2.73
2021-06-30,Atlanta,GA,400467.0,2.83,330000.0,3.29,295014.0,2.36,1693.0,2.67
2021-06-30,Boston,MA,699300.0,0.19,583667.0,4.16,581946.0,1.76,2542.0,1.8
2021-06-30,San Francisco,CA,996000.0,0.23,1060833.0,2.74,1293741.0,2.63,2999.0,1.9
2021-06-30,Detroit,MI,301600.0,1.12,233167.0,3.71,214049.0,1.75,1322.0,1.3
2021-06-30,Riverside,CA,534700.0,2.64,485000.0,2.11,477470.0,2.83,2277.0,2.34
2021-06-30,Phoenix,AZ,447997.0,2.6,389500.0,3.33,380426.0,3.11,1680.0,3.32
2021-06-30,Seattle,WA,705297.0,1.0,648333.0,2.64,654845.0,2.78,2022.0,2.74
2021-06-30,Minneapolis-St Paul,MN,389600.0,-0.84,339967.0,2.0,340724.0,1.4,1562.0,0.97
2021-06-30,San Diego,CA,856300.0,-0.04,744667.0,2.29,762559.0,3.29,2581.0,1.73
2021-06-30,St. Louis,MO,272267.0,-0.61,223333.0,3.49,215331.0,1.77,1155.0,0.79
2021-06-30,Tampa,FL,348000.0,4.24,292667.0,3.66,282350.0,2.86,1723.0,3.55
2021-06-30,Baltimore,MD,374933.0,0.63,327667.0,3.69,341631.0,1.22,1651.0,1.48
2021-06-30,Denver,CO,596615.0,2.85,539603.0,2.86,535427.0,2.55,1782.0,2.3
2021-06-30,Pittsburgh,PA,257080.0,0.01,212917.0,4.03,194472.0,2.18,1246.0,1.22
2021-06-30,Portland,OR,589633.0,2.85,490400.0,1.98,504996.0,27.01,1713.0,1.84
2021-06-30,Portland,OR,589633.0,2.85,490400.0,1.98,408556.0,-19.1,1713.0,1.84
2021-06-30,Charlotte,NC,405163.0,1.63,331667.0,3.11,296977.0,2.5,1550.0,2.31
2021-06-30,Sacramento,CA,615597.0,2.78,535167.0,2.72,527167.0,2.55,2082.0,2.01
2021-06-30,San Antonio,TX,316163.0,3.21,278467.0,3.02,273625.0,2.44,1314.0,1.94
2021-06-30,Orlando,FL,358233.0,3.18,309333.0,2.32,295650.0,2.13,1685.0,2.74
2021-06-30,Cincinnati,OH,365191.0,1.13,233300.0,5.9,226535.0,1.24,1299.0,1.25
2021-06-30,Cleveland,OH,237297.0,-0.14,182669.0,4.98,192459.0,-4.59,1251.0,1.13
2021-06-30,Cleveland,OH,237297.0,-0.14,182669.0,4.98,204581.0,6.3,1251.0,1.13
2021-06-30,Kansas City,MO,390900.0,-0.27,276000.0,2.48,250186.0,1.37,1226.0,1.49
2021-06-30,Las Vegas,NV,417483.0,4.9,362957.0,2.67,349764.0,98.49,1637.0,3.74
2021-06-30,Las Vegas,NV,417483.0,4.9,362957.0,2.67,177639.0,-49.21,1637.0,3.74
2021-06-30,Columbus,OH,348963.0,-0.3,265917.0,4.69,257512.0,28.77,1296.0,1.09
2021-06-30,Columbus,OH,348963.0,-0.3,265917.0,4.69,145697.0,-43.42,1296.0,1.09
2021-06-30,Columbus,OH,348963.0,-0.3,265917.0,4.69,202536.0,39.01,1296.0,1.09
2021-06-30,Indianapolis,IN,301066.0,0.33,249333.0,4.69,225084.0,1.42,1321.0,2.01
2021-06-30,San Jose,CA,1283298.0,0.84,1310000.0,2.48,1430619.0,3.45,2998.0,1.63
2021-06-30,Austin,TX,492963.0,3.28,478140.0,3.9,474017.0,212.86,1629.0,3.36
2021-06-30,Austin,TX,492963.0,3.28,478140.0,3.9,153752.0,-67.56,1629.0,3.36
2021-06-30,Virginia Beach,VA,310000.0,-0.21,293333.0,2.44,286167.0,1.29,1476.0,1.86
2021-06-30,Nashville,TN,438297.0,3.14,368368.0,3.49,339112.0,2.11,1597.0,2.37
2021-06-30,Providence,RI,428967.0,2.8,354667.0,4.06,389003.0,1.83,1698.0,0.18
2021-06-30,Milwaukee,WI,239267.0,0.0,238217.0,4.38,245888.0,1.58,1116.0,0.9
2021-06-30,Jacksonville,FL,347647.0,2.16,313332.0,2.96,279825.0,173.29,1530.0,3.1
2021-06-30,Jacksonville,FL,347647.0,2.16,313332.0,2.96,193128.0,-30.98,1530.0,3.1
2021-06-30,Jacksonville,FL,347647.0,2.16,313332.0,2.96,103139.0,-46.6,1530.0,3.1
2021-06-30,Memphis,TN,259963.0,1.31,241163.0,4.29,192652.0,1.8,1361.0,1.57
2021-06-30,Oklahoma City,OK,322300.0,0.43,221000.0,2.15,183939.0,1.51,1219.0,2.44
2021-06-30,Louisville-Jefferson County,KY,290950.0,0.93,226667.0,3.03,212605.0,1.39,1162.0,0.52
2021-06-30,Hartford,CT,346600.0,-1.41,272333.0,3.81,283024.0,1.73,1509.0,1.48
2021-06-30,Richmond,VA,396600.0,-1.25,310167.0,3.06,292122.0,153.88,1442.0,1.98
2021-06-30,Richmond,VA,396600.0,-1.25,310167.0,3.06,195489.0,-33.08,1442.0,1.98
2021-06-30,Richmond,VA,396600.0,-1.25,310167.0,3.06,115880.0,-40.72,1442.0,1.98
2021-06-30,New Orleans,LA,324633.0,3.08,245685.0,2.79,235328.0,1.05,1313.0,-0.38
2021-06-30,Buffalo,NY,261633.0,-0.63,199217.0,5.05,215714.0,2.97,1130.0,1.07
2021-06-30,Raleigh,NC,414997.0,0.98,352968.1304347826,1.55,339664.0,2.57,1532.0,2.61
2021-06-30,Birmingham,AL,296267.0,0.85,253959.0,2.14,208286.0,1.24,1207.0,1.0
2021-06-30,Salt Lake City,UT,559933.0,2.75,457667.0,3.23,495817.0,3.29,1468.0,1.94
2021-06-30,Rochester,NY,261600.0,-4.26,190450.0,5.93,191942.0,-28.57,1296.0,0.78
2021-06-30,Rochester,NY,261600.0,-4.26,190450.0,5.93,271581.0,41.49,1296.0,0.78
2021-06-30,Grand Rapids,MI,371959.0,2.01,266417.0,2.57,263947.0,1.84,1322.0,1.85
2021-06-30,Tucson,AZ,384333.0,2.13,298000.0,2.88,282134.0,3.21,1401.0,1.52
2021-06-30,Urban Honolulu,HI,624667.0,3.88,641417.0,2.94,797626.0,1.83,2457.0,-1.09
2021-06-30,Tulsa,OK,301562.0,-1.51,217000.0,2.36,176430.0,1.67,1161.0,0.96
2021-06-30,Fresno,CA,425980.0,2.45,349333.0,1.65,331202.0,2.36,1839.0,2.28
2021-06-30,Worcester,MA,408267.0,2.09,352667.0,4.5,368947.0,1.39,1632.0,0.99
2021-06-30,Stamford,CT,806167.0,-1.79,541650.0,6.91,500675.0,2.29,2454.0,1.49
2021-06-30,Albuquerque,NM,368697.0,1.56,279667.0,3.58,262553.0,1.76,1329.0,2.63
2021-06-30,Albany,NY,296267.0,-3.79,233650.0,3.47,240364.0,-28.33,1326.0,0.76
2021-06-30,Albany,NY,296267.0,-3.79,233650.0,3.47,122911.0,-48.86,1326.0,0.76
2021-06-30,Albany,NY,296267.0,-3.79,233650.0,3.47,342112.0,178.34,1326.0,0.76
2021-06-30,Omaha,NE,333000.0,-2.1,249633.0,1.9,240807.0,1.4,1137.0,2.25
2021-06-30,New Haven,CT,356567.0,1.42,280142.0,3.76,291290.0,2.3,1770.0,2.08
2021-06-30,Bakersfield,CA,319998.0,2.14,300000.0,0.0,282785.0,2.21,1502.0,1.01
2021-06-30,Knoxville,TN,358266.0,2.88,255558.0,2.17,241934.0,2.08,1418.0,2.68
2021-06-30,Greenville,SC,319750.0,3.31,252121.0,3.49,240186.0,50.64,1349.0,2.27
2021-06-30,Greenville,SC,319750.0,3.31,252121.0,3.49,160962.0,-32.98,1349.0,2.27
2021-06-30,Ventura,CA,931650.0,-1.59,755000.0,3.42,738229.0,2.98,2751.0,1.89
2021-06-30,Allentown,PA,344930.0,-0.68,242833.0,3.66,261677.0,1.9,1634.0,2.77
2021-06-30,El Paso,TX,247633.0,2.62,193150.0,2.11,163683.0,1.86,1199.0,-0.91
2021-06-30,Baton Rouge,LA,300348.0,1.92,236083.0,1.48,203889.0,1.18,1253.0,1.46
2021-06-30,Dayton,OH,242130.0,1.96,172333.0,4.13,167121.0,1.59,1140.0,1.79
2021-06-30,McAllen,TX,248667.0,1.63,185718.0,2.01,140715.0,1.34,979.0,-0.2
2021-06-30,Columbia,SC,265400.0,1.53,224350.0,3.15,189525.0,-16.54,1275.0,2.66
2021-06-30,Columbia,SC,265400.0,1.53,224350.0,3.15,231824.0,22.32,1275.0,2.66
2021-06-30,Greensboro,NC,293647.0,1.75,194833.0,-1.76,189586.0,1.82,1208.0,1.94
2021-06-30,Akron,OH,200000.0,1.87,170833.0,4.25,181585.0,1.26,1068.0,1.33
2021-06-30,North Port-Sarasota-Bradenton,FL,451000.0,3.05,350000.0,2.15,340410.0,3.32,1927.0,4.39
2021-06-30,Little Rock,AR,231633.0,0.29,200667.0,1.71,169329.0,1.43,1067.0,1.62
2021-06-30,Stockton,CA,535650.0,4.56,508333.0,2.69,472616.0,2.95,2293.0,2.23
2021-06-30,Charleston,SC,476583.0,3.08,356474.0,1.47,326897.0,261.57,1598.0,2.5
2021-06-30,Charleston,SC,476583.0,3.08,356474.0,1.47,93454.0,-71.41,1598.0,2.5
2021-06-30,Syracuse,NY,208300.0,4.18,170400.0,3.02,175244.0,1.72,1246.0,2.38
2021-06-30,Colorado Springs,CO,564933.0,5.12,431625.0,3.36,416986.0,2.33,1687.0,2.06
2021-06-30,Winston-Salem,NC,286533.0,0.98,189317.0,-1.74,191176.0,1.26,1427.0,2.15
2021-06-30,Wichita,KS,232933.0,-4.37,196417.0,4.02,168840.0,1.18,897.0,1.93
2021-06-30,Springfield,MA,351666.0,0.49,267000.0,4.57,282990.0,91.18,1450.0,-0.48
2021-06-30,Springfield,MA,351666.0,0.49,267000.0,4.57,190730.0,-32.6,1450.0,-0.48
2021-06-30,Springfield,MA,351666.0,0.49,267000.0,4.57,149701.0,-21.51,1450.0,-0.48
2021-06-30,Fort Myers,FL,374674.5714285714,0.0,262860.0,2.07,292906.0,3.43,1674.0,2.89
2021-06-30,Boise City,ID,550966.0,4.27,463313.0,2.59,471084.0,4.07,1663.0,2.78
2021-06-30,Toledo,OH,193583.0,-1.53,147333.0,1.49,149639.0,1.55,1157.0,1.31
2021-06-30,Madison,WI,377300.0,0.89,332550.0,1.64,330024.0,1.55,1270.0,0.32
2021-06-30,Lakeland,FL,299801.0,0.35,248660.0,2.34,230926.0,2.59,1542.0,2.87
2021-06-30,Ogden,UT,529863.0,3.1,405312.0,4.76,432680.0,3.29,1514.0,1.95
2021-06-30,Daytona Beach,FL,331567.0,3.1,273982.0,1.86,267064.0,2.29,1560.0,1.56
2021-06-30,Des Moines,IA,309025.0,2.97,249917.0,3.06,234778.0,1.13,1126.0,0.63
2021-06-30,Provo,UT,541542.0,3.49,449803.0,3.45,483732.0,4.19,1530.0,1.59
2021-06-30,Durham,NC,478433.0,3.01,360000.0,3.5,325020.0,2.56,1472.0,2.51
2021-06-30,Fort Collins,CO,475192.0,3.08,455137.0,1.43,480260.0,2.41,1690.0,1.81
2021-07-31,New York,NY,659667.0,-1.49,519331.0,2.63,554029.0,1.46,2708.0,2.42
2021-07-31,Los Angeles-Long Beach-Anaheim,CA,998832.0,-1.06,828000.0,0.98,823990.0,2.6,2613.0,1.83
2021-07-31,Chicago,IL,355263.0,-0.0,292583.0,1.15,278327.0,1.53,1785.0,1.08
2021-07-31,Dallas-Fort Worth,TX,394663.0,1.64,353833.0,2.61,314646.0,2.57,1607.0,2.62
2021-07-31,Philadelphia,PA,342597.0,-0.97,298500.0,3.47,302643.0,1.53,1693.0,1.26
2021-07-31,Houston,TX,371980.0,1.7,305333.0,1.55,259481.0,2.3,1475.0,2.01
2021-07-31,Washington,DC,537267.0,-0.61,500333.0,1.01,514354.0,0.99,2086.0,1.86
2021-07-31,Miami-Fort Lauderdale,FL,464076.0,0.0,362450.0,1.68,355850.0,2.12,2293.0,3.33
2021-07-31,Atlanta,GA,402633.0,0.54,336667.0,2.02,302407.0,2.51,1745.0,3.07
2021-07-31,Boston,MA,694300.0,-0.72,595333.0,2.0,591912.0,1.71,2579.0,1.46
2021-07-31,San Francisco,CA,983333.0,-1.27,1058333.0,-0.24,1327543.0,2.61,3058.0,1.97
2021-07-31,Detroit,MI,299233.0,-0.78,241000.0,3.36,217869.0,1.78,1342.0,1.51
2021-07-31,Riverside,CA,543000.0,1.55,493333.0,1.72,492542.0,3.16,2336.0,2.59
2021-07-31,Phoenix,AZ,458160.0,2.27,399500.0,2.57,393569.0,3.45,1739.0,3.51
2021-07-31,Seattle,WA,705297.0,0.0,658333.0,1.54,670596.0,2.41,2074.0,2.57
2021-07-31,Minneapolis-St Paul,MN,387933.0,-0.43,343633.0,1.08,346539.0,1.71,1574.0,0.77
2021-07-31,San Diego,CA,849333.0,-0.81,751667.0,0.94,786486.0,3.14,2643.0,2.4
2021-07-31,St. Louis,MO,265467.0,-2.5,230833.0,3.36,218949.0,1.68,1172.0,1.47
2021-07-31,Tampa,FL,361333.0,3.83,300333.0,2.62,291515.0,3.25,1792.0,4.0
2021-07-31,Baltimore,MD,374963.0,0.01,339333.0,3.56,345835.0,1.23,1683.0,1.94
2021-07-31,Denver,CO,606488.0,1.65,547667.0,1.49,549188.0,2.57,1824.0,2.36
2021-07-31,Pittsburgh,PA,249630.0,-2.9,219583.0,3.13,197868.0,1.75,1252.0,0.48
2021-07-31,Portland,OR,594633.0,0.85,498653.0,1.68,515378.0,26.15,1747.0,1.98
2021-07-31,Portland,OR,594633.0,0.85,498653.0,1.68,419491.0,-18.61,1747.0,1.98
2021-07-31,Charlotte,NC,406833.0,0.41,338333.0,2.01,304911.0,2.67,1585.0,2.26
2021-07-31,Sacramento,CA,623267.0,1.25,545833.0,1.99,542619.0,2.93,2136.0,2.59
2021-07-31,San Antonio,TX,329997.0,4.38,285667.0,2.59,279828.0,2.27,1347.0,2.51
2021-07-31,Orlando,FL,368597.0,2.89,319333.0,3.23,303433.0,2.63,1741.0,3.32
2021-07-31,Cincinnati,OH,359630.0,-1.52,238333.0,2.16,230141.0,1.59,1314.0,1.15
2021-07-31,Cleveland,OH,230967.0,-2.67,190669.0,4.38,196209.0,-4.09,1267.0,1.28
2021-07-31,Cleveland,OH,230967.0,-2.67,190669.0,4.38,207922.0,5.97,1267.0,1.28
2021-07-31,Kansas City,MO,384217.0,-1.71,281667.0,2.05,253186.0,1.2,1242.0,1.31
2021-07-31,Las Vegas,NV,427817.0,2.48,372957.0,2.76,361521.0,103.51,1698.0,3.73
2021-07-31,Las Vegas,NV,427817.0,2.48,372957.0,2.76,178794.0,-50.54,1698.0,3.73
2021-07-31,Columbus,OH,346133.0,-0.81,271250.0,2.01,261566.0,29.15,1321.0,1.93
2021-07-31,Columbus,OH,346133.0,-0.81,271250.0,2.01,147391.0,-43.65,1321.0,1.93
2021-07-31,Columbus,OH,346133.0,-0.81,271250.0,2.01,205761.0,39.6,1321.0,1.93
2021-07-31,Indianapolis,IN,300703.0,-0.12,256667.0,2.94,228834.0,1.67,1347.0,1.97
2021-07-31,San Jose,CA,1298298.0,1.17,1311500.0,0.11,1468242.0,2.63,3050.0,1.73
2021-07-31,Austin,TX,502997.0,2.04,484308.0,1.29,493794.0,221.16,1693.0,3.93
2021-07-31,Austin,TX,502997.0,2.04,484308.0,1.29,155314.0,-68.55,1693.0,3.93
2021-07-31,Virginia Beach,VA,306623.0,-1.09,298333.0,1.7,289680.0,1.23,1512.0,2.44
2021-07-31,Nashville,TN,449633.0,2.59,380700.0,3.35,347723.0,2.54,1638.0,2.57
2021-07-31,Providence,RI,438300.0,2.18,362967.0,2.34,396637.0,1.96,1728.0,1.77
2021-07-31,Milwaukee,WI,232633.0,-2.77,241667.0,1.45,249995.0,1.67,1124.0,0.72
2021-07-31,Jacksonville,FL,350493.0,0.82,317315.0,1.27,287229.0,178.49,1581.0,3.33
2021-07-31,Jacksonville,FL,350493.0,0.82,317315.0,1.27,196448.0,-31.61,1581.0,3.33
2021-07-31,Jacksonville,FL,350493.0,0.82,317315.0,1.27,103816.0,-47.15,1581.0,3.33
2021-07-31,Memphis,TN,261663.0,0.65,248830.0,3.18,195573.0,1.52,1378.0,1.25
2021-07-31,Oklahoma City,OK,318797.0,-1.09,224667.0,1.66,186810.0,1.56,1238.0,1.56
2021-07-31,Louisville-Jefferson County,KY,289933.0,-0.35,233667.0,3.09,215517.0,1.37,1175.0,1.12
2021-07-31,Hartford,CT,338300.0,-2.39,279133.0,2.5,287609.0,1.62,1528.0,1.26
2021-07-31,Richmond,VA,389917.0,-1.69,315000.0,1.56,295626.0,155.11,1465.0,1.6
2021-07-31,Richmond,VA,389917.0,-1.69,315000.0,1.56,198573.0,-32.83,1465.0,1.6
2021-07-31,Richmond,VA,389917.0,-1.69,315000.0,1.56,116946.0,-41.11,1465.0,1.6
2021-07-31,New Orleans,LA,326333.0,0.52,247333.0,0.67,238605.0,1.39,1336.0,1.75
2021-07-31,Buffalo,NY,254667.0,-2.66,209217.0,5.02,222260.0,3.03,1147.0,1.5
2021-07-31,Raleigh,NC,419997.0,1.2,368417.0,4.38,350167.0,3.09,1580.0,3.13
2021-07-31,Birmingham,AL,293633.0,-0.89,254793.0,0.33,211865.0,1.72,1233.0,2.15
2021-07-31,Salt Lake City,UT,562771.0,0.51,469000.0,2.48,511489.0,3.16,1491.0,1.57
2021-07-31,Rochester,NY,253267.0,-3.19,195250.0,2.52,195636.0,-27.96,1311.0,1.16
2021-07-31,Rochester,NY,253267.0,-3.19,195250.0,2.52,275302.0,40.72,1311.0,1.16
2021-07-31,Grand Rapids,MI,380425.0,2.28,268333.0,0.72,268850.0,1.86,1365.0,3.25
2021-07-31,Tucson,AZ,385500.0,0.3,304517.0,2.19,291155.0,3.2,1423.0,1.57
2021-07-31,Urban Honolulu,HI,653333.0,4.59,658917.0,2.73,815143.0,2.2,2504.0,1.91
2021-07-31,Tulsa,OK,295396.0,-2.04,220000.0,1.38,179160.0,1.55,1196.0,3.01
2021-07-31,Fresno,CA,426497.0,0.12,354667.0,1.53,340538.0,2.82,1899.0,3.26
2021-07-31,Worcester,MA,411633.0,0.82,361000.0,2.36,374806.0,1.59,1654.0,1.35
2021-07-31,Stamford,CT,783133.0,-2.86,563150.0,3.97,511944.0,2.25,2483.0,1.18
2021-07-31,Albuquerque,NM,372032.0,0.9,285000.0,1.91,267928.0,2.05,1368.0,2.93
2021-07-31,Albany,NY,286267.0,-3.38,242000.0,3.57,244032.0,-28.67,1347.0,1.58
2021-07-31,Albany,NY,286267.0,-3.38,242000.0,3.57,124066.0,-49.16,1347.0,1.58
2021-07-31,Albany,NY,286267.0,-3.38,242000.0,3.57,348429.0,180.84,1347.0,1.58
2021-07-31,Omaha,NE,323000.0,-3.0,251667.0,0.81,244066.0,1.35,1151.0,1.23
2021-07-31,New Haven,CT,351567.0,-1.4,289975.0,3.51,297547.0,2.15,1823.0,2.99
2021-07-31,Bakersfield,CA,324500.0,1.41,305000.0,1.67,289314.0,2.31,1535.0,2.2
2021-07-31,Knoxville,TN,348300.0,-2.78,262892.0,2.87,247671.0,2.37,1462.0,3.1
2021-07-31,Greenville,SC,324750.0,1.56,257500.0,2.13,244204.0,51.72,1387.0,2.82
2021-07-31,Greenville,SC,324750.0,1.56,257500.0,2.13,162304.0,-33.54,1387.0,2.82
2021-07-31,Ventura,CA,926650.0,-0.54,757667.0,0.35,760274.0,2.99,2780.0,1.05
2021-07-31,Allentown,PA,339567.0,-1.55,256167.0,5.49,265906.0,1.62,1663.0,1.77
2021-07-31,El Paso,TX,251650.0,1.62,198908.0,2.98,166872.0,1.95,1231.0,2.67
2021-07-31,Baton Rouge,LA,301960.0,0.54,238156.0,0.88,206185.0,1.13,1275.0,1.76
2021-07-31,Dayton,OH,243797.0,0.69,177167.0,2.81,169660.0,1.52,1173.0,2.89
2021-07-31,McAllen,TX,251967.0,1.33,190718.0,2.69,142748.0,1.44,996.0,1.74
2021-07-31,Columbia,SC,269933.0,1.71,224400.0,0.02,193363.0,-16.59,1296.0,1.65
2021-07-31,Columbia,SC,269933.0,1.71,224400.0,0.02,235522.0,21.8,1296.0,1.65
2021-07-31,Greensboro,NC,298950.0,1.81,186467.0,-4.29,193248.0,1.93,1229.0,1.74
2021-07-31,Akron,OH,199967.0,-0.02,175667.0,2.83,184109.0,1.39,1082.0,1.31
2021-07-31,North Port-Sarasota-Bradenton,FL,463000.0,2.66,362998.0,3.71,353581.0,3.87,2010.0,4.31
2021-07-31,Little Rock,AR,233300.0,0.72,203200.0,1.26,172311.0,1.76,1091.0,2.25
2021-07-31,Stockton,CA,555650.0,3.73,509167.0,0.16,491755.0,4.05,2321.0,1.22
2021-07-31,Charleston,SC,478252.0,0.35,360308.0,1.08,334815.0,258.27,1646.0,3.0
2021-07-31,Charleston,SC,478252.0,0.35,360308.0,1.08,96022.0,-71.32,1646.0,3.0
2021-07-31,Syracuse,NY,208300.0,0.0,173833.0,2.01,177614.0,1.35,1261.0,1.2
2021-07-31,Colorado Springs,CO,581633.0,2.96,443000.0,2.64,426987.0,2.4,1731.0,2.61
2021-07-31,Winston-Salem,NC,291037.0,1.57,181650.0,-4.05,193944.0,1.45,1451.0,1.68
2021-07-31,Wichita,KS,224967.0,-3.42,209000.0,6.41,170826.0,1.18,891.0,-0.67
2021-07-31,Springfield,MA,344966.0,-1.91,275333.0,3.12,286902.0,91.65,1481.0,2.14
2021-07-31,Springfield,MA,344966.0,-1.91,275333.0,3.12,193311.0,-32.62,1481.0,2.14
2021-07-31,Springfield,MA,344966.0,-1.91,275333.0,3.12,151475.0,-21.64,1481.0,2.14
2021-07-31,Fort Myers,FL,392967.0,4.88,267833.0,1.89,303676.0,3.68,1737.0,3.76
2021-07-31,Boise City,ID,560680.0,1.76,472333.0,1.95,485418.0,3.04,1704.0,2.47
2021-07-31,Toledo,OH,191933.0,-0.85,151333.0,2.71,151065.0,0.95,1164.0,0.61
2021-07-31,Madison,WI,378267.0,0.26,339883.0,2.21,335423.0,1.64,1287.0,1.34
2021-07-31,Lakeland,FL,306801.0,2.33,256327.0,3.08,237163.0,2.7,1577.0,2.27
2021-07-31,Ogden,UT,536500.0,1.25,415645.0,2.55,447083.0,3.33,1557.0,2.84
2021-07-31,Daytona Beach,FL,336567.0,1.51,278515.0,1.65,274837.0,2.91,1616.0,3.59
2021-07-31,Des Moines,IA,317358.0,2.7,253750.0,1.53,237909.0,1.33,1133.0,0.62
2021-07-31,Provo,UT,549908.0,1.54,455500.0,1.27,502212.0,3.82,1571.0,2.68
2021-07-31,Durham,NC,474967.0,-0.72,371667.0,3.24,333918.0,2.74,1504.0,2.17
2021-07-31,Fort Collins,CO,488517.0,2.8,472580.0,3.83,491561.0,2.35,1713.0,1.36
2021-08-31,New York,NY,647333.0,-1.87,529332.0,1.93,561665.0,1.38,2757.0,1.81
2021-08-31,Los Angeles-Long Beach-Anaheim,CA,979267.0,-1.96,829667.0,0.2,837436.0,1.63,2671.0,2.22
2021-08-31,Chicago,IL,348630.0,-1.87,291667.0,-0.31,282472.0,1.49,1804.0,1.06
2021-08-31,Dallas-Fort Worth,TX,397963.0,0.84,355500.0,0.47,322615.0,2.53,1644.0,2.3
2021-08-31,Philadelphia,PA,337263.0,-1.56,308333.0,3.29,306287.0,1.2,1724.0,1.83
2021-08-31,Houston,TX,372950.0,0.26,307000.0,0.55,265503.0,2.32,1499.0,1.63
2021-08-31,Washington,DC,532267.0,-0.93,496667.0,-0.73,517965.0,0.7,2122.0,1.73
2021-08-31,Miami-Fort Lauderdale,FL,464076.0,0.0,364783.0,0.64,363288.0,2.09,2367.0,3.23
2021-08-31,Atlanta,GA,402667.0,0.01,337000.0,0.1,309866.0,2.47,1802.0,3.27
2021-08-31,Boston,MA,680667.0,-1.96,598333.0,0.5,599910.0,1.35,2602.0,0.89
2021-08-31,San Francisco,CA,964667.0,-1.9,1033333.0,-2.36,1348452.0,1.58,3088.0,0.98
2021-08-31,Detroit,MI,289267.0,-3.33,243167.0,0.9,221170.0,1.52,1358.0,1.19
2021-08-31,Riverside,CA,547000.0,0.74,498333.0,1.01,506354.0,2.8,2387.0,2.18
2021-08-31,Phoenix,AZ,464493.0,1.38,406617.0,1.78,403911.0,2.63,1789.0,2.88
2021-08-31,Seattle,WA,698300.0,-0.99,656667.0,-0.25,684024.0,2.0,2118.0,2.12
2021-08-31,Minneapolis-St Paul,MN,382967.0,-1.28,346333.0,0.79,350608.0,1.17,1585.0,0.7
2021-08-31,San Diego,CA,847633.0,-0.2,748750.0,-0.39,801175.0,1.87,2702.0,2.23
2021-08-31,St. Louis,MO,258167.0,-2.75,232500.0,0.72,221326.0,1.09,1181.0,0.77
2021-08-31,Tampa,FL,369986.0,2.39,307167.0,2.28,300519.0,3.09,1862.0,3.91
2021-08-31,Baltimore,MD,367997.0,-1.86,343333.0,1.18,349345.0,1.01,1707.0,1.43
2021-08-31,Denver,CO,610248.0,0.62,550000.0,0.43,559170.0,1.82,1859.0,1.92
2021-08-31,Pittsburgh,PA,239330.0,-4.13,219067.0,-0.23,199629.0,0.89,1269.0,1.36
2021-08-31,Portland,OR,589300.0,-0.9,504919.0,1.26,523956.0,24.9,1775.0,1.6
2021-08-31,Portland,OR,589300.0,-0.9,504919.0,1.26,428072.0,-18.3,1775.0,1.6
2021-08-31,Charlotte,NC,404333.0,-0.61,341667.0,0.99,312834.0,2.6,1625.0,2.52
2021-08-31,Sacramento,CA,621633.0,-0.26,549417.0,0.66,556526.0,2.56,2160.0,1.12
2021-08-31,San Antonio,TX,342667.0,3.84,289833.0,1.46,286248.0,2.29,1384.0,2.75
2021-08-31,Orlando,FL,378630.0,2.72,328300.0,2.81,311215.0,2.56,1795.0,3.1
2021-08-31,Cincinnati,OH,345627.0,-3.89,244482.0,2.58,233672.0,1.53,1318.0,0.3
2021-08-31,Cleveland,OH,220967.0,-4.33,195335.0,2.45,198582.0,-4.49,1277.0,0.79
2021-08-31,Cleveland,OH,220967.0,-4.33,195335.0,2.45,211622.0,6.57,1277.0,0.79
2021-08-31,Kansas City,MO,368993.0,-3.96,280000.0,-0.59,256041.0,1.13,1248.0,0.48
2021-08-31,Las Vegas,NV,437483.0,2.26,377957.0,1.34,370658.0,107.31,1754.0,3.3
2021-08-31,Las Vegas,NV,437483.0,2.26,377957.0,1.34,180768.0,-51.23,1754.0,3.3
2021-08-31,Columbus,OH,341133.0,-1.44,274917.0,1.35,264733.0,28.66,1339.0,1.36
2021-08-31,Columbus,OH,341133.0,-1.44,274917.0,1.35,149006.0,-43.71,1339.0,1.36
2021-08-31,Columbus,OH,341133.0,-1.44,274917.0,1.35,209038.0,40.29,1339.0,1.36
2021-08-31,Indianapolis,IN,300298.0,-0.13,256833.0,0.06,232134.0,1.44,1369.0,1.63
2021-08-31,San Jose,CA,1289998.0,-0.64,1315667.0,0.32,1489376.0,1.44,3098.0,1.57
2021-08-31,Austin,TX,506538.0,0.7,485975.0,0.34,509258.0,227.89,1745.0,3.07
2021-08-31,Austin,TX,506538.0,0.7,485975.0,0.34,157567.0,-69.06,1745.0,3.07
2021-08-31,Virginia Beach,VA,303290.0,-1.09,298867.0,0.18,293443.0,1.3,1536.0,1.59
2021-08-31,Nashville,TN,453000.0,0.75,387400.0,1.76,356911.0,2.64,1687.0,2.99
2021-08-31,Providence,RI,443167.0,1.11,372967.0,2.76,404380.0,1.95,1742.0,0.81
